Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Abadia de Goiás, GO, 30º, 20º, 95% , 59% 
Aguanil, MG, 24º, 18º, 96% , 71% 
Água Clara, MS, 30º, 24º, 89% , 67% 
Água Limpa, GO, 31º, 21º, 99% , 62% 
Água Doce, SC, 26º, 11º, 93% , 51% 
Água Preta, PE, 31º, 23º, 98% , 51% 
Água Fria, BA, 32º, 22º, 93% , 51% 
Água Branca, AL, 36º, 20º, 91% , 33% 
Água Azul do Norte, PA, 35º, 24º, 87% , 46% 
Afuá, PA, 35º, 25º, 85% , 46% 
Afrânio, PE, 35º, 24º, 77% , 25% 
Agrolândia, SC, 26º, 15º, 94% , 51% 
Atílio Vivácqua, ES, 22º, 19º, 96% , 83% 
Bacabal, MA, 38º, 25º, 85% , 32% 
Agricolândia, PI, 37º, 24º, 84% , 31% 
Bocaiúva do Sul, PR, 23º, 14º, 95% , 62% 
Axixá do Tocantins, TO, 38º, 26º, 75% , 34% 
Bocaina de Minas, MG, 18º, 13º, 99% , 89% 
Bocaiúva, MG, 31º, 21º, 94% , 53% 
Contagem, MG, 24º, 19º, 93% , 71% 
Congonhinhas, PR, 26º, 15º, 90% , 62% 
Congonhas do Norte, MG, 22º, 17º, 100% , 79% 
Coqueiral, MG, 24º, 17º, 94% , 72% 
Conselheiro Lafaiete, MG, 19º, 15º, 100% , 83% 
Consolação, MG, 24º, 16º, 95% , 71% 
Contenda, PR, 23º, 14º, 91% , 58% 
Congonhas, MG, 21º, 15º, 98% , 80% 
Conde, PB, 30º, 24º, 93% , 60% 
Congonhal, MG, 30º, 17º, 100% , 59% 
Condor, RS, 21º, 13º, 88% , 54% 
Conceição dos Ouros, MG, 24º, 17º, 93% , 70% 
Concórdia do Pará, PA, 37º, 23º, 88% , 38% 
Conceição do Tocantins, TO, 37º, 24º, 91% , 31% 
Concórdia, SC, 27º, 14º, 97% , 63% 
Derrubadas, RS, 23º, 16º, 92% , 52% 
Deodápolis, MS, 31º, 22º, 92% , 48% 
Galiléia, MG, 31º, 23º, 97% , 63% 
Galvão, SC, 28º, 16º, 91% , 58% 
Frutuoso Gomes, RN, 36º, 21º, 73% , 26% 
Gado Bravo, PB, 32º, 22º, 93% , 44% 
Gabriel Monteiro, SP, 30º, 20º, 80% , 60% 
Frutal, MG, 29º, 22º, 99% , 67% 
Fruta de Leite, MG, 31º, 21º, 93% , 48% 
Fronteiras, PI, 37º, 22º, 76% , 21% 
Fronteira dos Vales, MG, 31º, 19º, 99% , 43% 
Fronteira, MG, 29º, 23º, 95% , 68% 
Frei Miguelinho, PE, 31º, 22º, 96% , 45% 
Girau do Ponciano, AL, 34º, 21º, 95% , 43% 
Frei Martinho, PB, 35º, 20º, 89% , 33% 
Frei Paulo, SE, 34º, 21º, 96% , 41% 
Iaciara, GO, 35º, 23º, 87% , 39% 
Ichu, BA, 34º, 22º, 93% , 41% 
Ilha Solteira, SP, 29º, 24º, 89% , 64% 
Ilha Grande, PI, 33º, 25º, 84% , 54% 
Luiziânia, SP, 30º, 22º, 88% , 62% 
Luzilândia, PI, 40º, 24º, 79% , 29% 
Luminárias, MG, 29º, 18º, 96% , 62% 
Luislândia, MG, 32º, 22º, 90% , 52% 
Luís Eduardo Magalhães, BA, 35º, 23º, 62% , 27% 
Luís Domingues, MA, 33º, 25º, 87% , 52% 
Luciara, MT, 35º, 25º, 95% , 52% 
Lucena, PB, 29º, 25º, 89% , 68% 
Lucianópolis, SP, 30º, 19º, 95% , 59% 
Lucas do Rio Verde, MT, 33º, 22º, 97% , 56% 
Louveira, SP, 25º, 16º, 93% , 65% 
Luisburgo, MG, 30º, 20º,49%,
Mathias Lobato, MG, 32º, 24º, 94% , 59% 
Matelândia, PR, 30º, 20º, 82% , 58% 
Monte das Gameleiras, RN, 32º, 22º, 93% , 45% 
Nacip Raydan, MG, 25º, 21º, 98% , 75% 
Mutunópolis, GO, 36º, 23º, 94% , 45% 
Moiporá, GO, 31º, 22º, 95% , 62% 
Monte Horebe, PB, 35º, 21º, 72% , 26% 
Presidente Prudente, SP, 28º, 20º, 87% , 68% 
Pugmil, TO, 35º, 24º, 85% , 45% 
Quaraí, RS, 23º, 10º, 92% , 49% 
Princesa Isabel, PB, 35º, 20º, 89% , 25% 
Prudentópolis, PR, 26º, 15º, 89% , 61% 
Progresso, RS, 23º, 9º, 89% , 46% 
Presidente Venceslau, SP, 27º, 20º, 88% , 69% 
Presidente Epitácio, SP, 28º, 21º, 87% , 66% 
Presidente Figueiredo, AM, 36º, 25º, 84% , 41% 
Praia Grande, SP, 23º, 22º, 84% , 76% 
Prata, MG, 29º, 21º, 97% , 65% 
Santa Maria do Tocantins, TO, 32º, 24º, 93% , 59% 
Santa Terezinha do Tocantins, TO, 36º, 25º, 85% , 43% 
Prata, PB, 34º, 20º, 87% , 24% 
Santana do São Francisco, SE, 32º, 22º, 93% , 56% 
São Tiago, MG, 25º, 18º, 99% , 69% 
São Tomé, RN, 34º, 23º, 90% , 39% 
São Tomás de Aquino, MG, 25º, 20º, 97% , 75% 
São Simão, GO, 30º, 24º, 92% , 70% 
São Simão, SP, 26º, 19º, 94% , 69% 
São Tomé, PR, 30º, 20º, 84% , 55% 
São Sepé, RS, 26º, 12º, 85% , 61% 
São Sebastião do Umbuzeiro, PB, 33º, 18º, 90% , 34% 
São Sebastião do Rio Verde, MG, 22º, 16º, 93% , 80% 
São Sebastião do Rio Preto, MG, 27º, 21º, 97% , 74% 
São Sebastião do Uatumã, AM, 36º, 27º, 85% , 41% 
São Sebastião do Tocantins, TO, 36º, 27º, 75% , 38% 
São Sebastião do Passe, BA, 31º, 23º, 96% , 62% 
Sigefredo Pacheco, PI, 39º, 25º, 74% , 23% 
São Sebastião do Paraíso, MG, 26º, 19º, 96% , 71% 
Tanque D'Arca, AL, 32º, 19º, 95% , 45% 
Tefé, AM, 34º, 24º, 98% , 54% 
Silva Jardim, RJ, 24º, 20º, 89% , 76% 
Taquaral, SP, 31º, 22º, 93% , 57% 
Vila Boa, GO, 34º, 24º, 90% , 46% 
Vila Bela da Santíssima Trindade, MT, 32º, 24º, 91% , 62% 
Viçosa, AL, 31º, 21º, 93% , 56% 
Videira, SC, 27º, 14º, 88% , 57% 
Vicentinópolis, GO, 32º, 22º, 97% , 57% 
Vieirópolis, PB, 36º, 22º, 73% , 31% 
Vicentina, MS, 30º, 22º, 93% , 47% 
Vigia, PA, 35º, 24º, 88% , 44% 
Wagner, BA, 31º, 21º, 91% , 46% 
Votorantim, SP, 24º, 17º, 86% , 67% 
Volta Grande, MG, 23º, 19º, 94% , 74% 
Victor Graeff, RS, 24º, 10º, 86% , 46% 
Vidal Ramos, SC, 22º, 11º, 99% , 67% 
Zacarias, SP, 30º, 24º, 94% , 64% 
Zortéa, SC, 22º, 14º, 96% , 53% 
Volta Redonda, RJ, 22º, 18º, 95% , 77% 
Xique-Xique, BA, 38º, 24º, 71% , 25% 
Xapuri, AC, 27º, 23º, 100% , 79% 
