Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Mamonas, MG, 29º, 20º, 87% , 50% 
Malhada dos Bois, SE, 31º, 24º, 86% , 53% 
Mamanguape, PB, 31º, 24º, 84% , 52% 
Mamborê, PR, 26º, 20º, 99% , 70% 
Malhada de Pedras, BA, 33º, 21º, 82% , 36% 
Malhador, SE, 30º, 22º, 95% , 51% 
Mambaí, GO, 30º, 20º, 90% , 55% 
Malhada, BA, 34º, 22º, 86% , 40% 
Mallet, PR, 21º, 18º, 97% , 78% 
Major Sales, RN, 37º, 23º, 83% , 25% 
Major Isidoro, AL, 34º, 22º, 89% , 41% 
Major Gercino, SC, 23º, 16º, 99% , 77% 
Major Vieira, SC, 25º, 13º, 100% , 58% 
Monteiro Lobato, SP, 22º, 20º, 100% , 86% 
Malacacheta, MG, 26º, 19º, 92% , 63% 
Ouvidor, GO, 28º, 20º, 97% , 60% 
Pacujá, CE, 35º, 23º, 82% , 34% 
Pacatuba, SE, 31º, 23º, 88% , 50% 
Pacoti, CE, 32º, 21º, 95% , 46% 
Pacaraima, RR, 32º, 22º, 85% , 45% 
Pacaembu, SP, 29º, 22º, 98% , 67% 
Ourolândia, BA, 33º, 20º, 83% , 34% 
Pacajus, CE, 32º, 24º, 89% , 49% 
Ouro Verde de Goiás, GO, 26º, 19º, 90% , 63% 
Ouroeste, SP, 32º, 22º, 95% , 51% 
Ouro Velho, PB, 34º, 21º, 79% , 27% 
Ouro Verde, SC, 28º, 16º, 84% , 44% 
Porto Lucena, RS, 34º, 22º, 76% , 43% 
Ouro Verde de Minas, MG, 27º, 20º, 99% , 65% 
Ouro Verde, SP, 30º, 22º, 97% , 67% 
Ouro Verde do Oeste, PR, 26º, 22º, 91% , 61% 
Saloá, PE, 29º, 19º, 96% , 49% 
Salmourão, SP, 28º, 22º, 98% , 71% 
Saltinho, SC, 30º, 18º, 76% , 47% 
Salto de Pirapora, SP, 24º, 20º, 94% , 77% 
Salto, SP, 25º, 21º, 93% , 74% 
Salto do Itararé, PR, 23º, 20º, 97% , 79% 
Salto da Divisa, MG, 29º, 22º, 97% , 62% 
Salto do Jacuí, RS, 28º, 21º, 92% , 66% 
Salitre, CE, 35º, 22º, 67% , 28% 
Salete, SC, 22º, 17º, 100% , 82% 
Salgado, SE, 31º, 22º, 93% , 45% 
Salinas da Margarida, BA, 30º, 23º, 94% , 60% 
Salinas, MG, 30º, 21º, 86% , 51% 
Sales Oliveira, SP, 26º, 20º, 97% , 74% 
Santa Bárbara do Monte Verde, MG, 24º, 20º, 94% , 72% 
Tocantinópolis, TO, 37º, 26º, 81% , 39% 
Tocos do Moji, MG, 25º, 14º, 95% , 49% 
Tocantínia, TO, 34º, 24º, 95% , 51% 
Tomar do Geru, SE, 31º, 22º, 95% , 53% 
Tiradentes, MG, 23º, 18º, 92% , 74% 
Tobias Barreto, SE, 33º, 22º, 96% , 45% 
Timóteo, MG, 28º, 20º, 99% , 63% 
Timon, MA, 39º, 25º, 81% , 30% 
Timbó Grande, SC, 19º, 16º, 99% , 86% 
Timbé do Sul, SC, 27º, 15º, 98% , 60% 
Timbaúba, PE, 31º, 21º, 91% , 46% 
Timburi, SP, 25º, 20º, 100% , 80% 
Tigrinhos, SC, 31º, 19º, 73% , 44% 
Uirapuru, GO, 30º, 22º, 92% , 64% 
Varjão, GO, 28º, 20º, 87% , 60% 
Tijucas, SC, 25º, 21º, 96% , 79% 
Varzelândia, MG, 30º, 20º, 95% , 51% 
Zortéa, SC, 22º, 20º, 89% , 71% 
Zacarias, SP, 28º, 22º, 96% , 71% 
Salgadinho, PE, 32º, 21º, 97% , 46% 
Xaxim, SC, 23º, 20º, 88% , 65% 
Witmarsum, SC, 27º, 14º, 100% , 54% 
Xinguara, PA, 34º, 24º, 91% , 53% 
Xambrê, PR, 27º, 22º, 90% , 62% 
Wenceslau Braz, MG, 24º, 15º, 94% , 55% 
Wenceslau Guimarães, BA, 28º, 21º, 99% , 62% 
Wanderlândia, TO, 35º, 24º, 86% , 45% 
Wall Ferraz, PI, 40º, 28º, 54% , 23% 
Votorantim, SP, 23º, 20º, 93% , 79% 
Wenceslau Braz, PR, 23º, 19º, 97% , 85% 
Volta Redonda, RJ, 26º, 21º, 94% , 70% 
Volta Grande, MG, 30º, 19º, 98% , 54% 
Vitorino, PR, 28º, 16º, 82% , 50% 
Vitória do Xingu, PA, 35º, 24º, 85% , 46% 
Vitória do Mearim, MA, 37º, 26º, 81% , 38% 
Vitória do Jari, AP, 35º, 22º, 92% , 44% 
Vitória de Santo Antão, PE, 30º, 21º, 95% , 50% 
Vitória, ES, 27º, 22º, 95% , 73% 
Vista Gaúcha, RS, 31º, 19º, 78% , 41% 
Vista Alegre do Alto, SP, 26º, 21º, 98% , 73% 
Vítor Meireles, SC, 27º, 14º, 100% , 54% 
Vitória da Conquista, BA, 27º, 19º, 90% , 56% 
Vitória Brasil, SP, 28º, 21º, 93% , 65% 
Vista Alegre, RS, 26º, 21º, 86% , 60% 
Viseu, PA, 32º, 25º, 84% , 59% 
Virgolândia, MG, 27º, 19º, 97% , 63% 
Virmond, PR, 29º, 17º, 81% , 49% 
Vila Velha, ES, 27º, 22º, 95% , 73% 
Vinhedo, SP, 24º, 21º, 94% , 72% 
Visconde De Mauá, RJ, 23º, 17º, 92% , 70% 
Virgem da Lapa, MG, 30º, 20º, 97% , 55% 
Vilhena, RO, 30º, 21º, 94% , 60% 
Vila Nova do Sul, RS, 28º, 21º, 99% , 67% 
Vila Valério, ES, 28º, 21º, 100% , 69% 
Vila Nova dos Martírios, MA, 36º, 25º, 75% , 40% 
Vila Pavão, ES, 28º, 21º, 98% , 67% 
Vila Nova do Piauí, PI, 37º, 25º, 73% , 29% 
Vila Boa, GO, 32º, 22º, 90% , 54% 
Vila Flores, RS, 24º, 19º, 87% , 65% 
Vila Flor, RN, 31º, 24º, 83% , 57% 
Vigia, PA, 34º, 24º, 92% , 48% 
Vieirópolis, PB, 37º, 24º, 80% , 24% 
Vila Bela da Santíssima Trindade, MT, 32º, 24º, 87% , 58% 
Victor Graeff, RS, 31º, 19º, 73% , 43% 
Vidal Ramos, SC, 22º, 15º, 98% , 70% 
Viçosa, AL, 29º, 22º, 96% , 56% 
Videira, SC, 24º, 19º, 93% , 66% 
Viçosa, MG, 26º, 19º, 94% , 67% 
Vicentina, MS, 31º, 25º, 80% , 45% 
Vianópolis, GO, 25º, 19º, 92% , 65% 
Vicentinópolis, GO, 31º, 22º, 95% , 58% 
Viana, ES, 26º, 20º, 100% , 78% 
Viana, MA, 36º, 25º, 83% , 43% 
Vicente Dutra, RS, 33º, 20º, 76% , 40% 
Vespasiano, MG, 27º, 20º, 90% , 63% 
Viadutos, RS, 26º, 19º, 96% , 66% 
Veredinha, MG, 26º, 18º, 98% , 67% 
Viamão, RS, 30º, 22º, 97% , 65% 
Vertentes, PE, 32º, 20º, 94% , 41% 
Vertente do Lério, PE, 31º, 22º, 93% , 43% 
Verdejante, PE, 36º, 23º, 74% , 25% 
Verê, PR, 27º, 20º, 97% , 72% 
Veríssimo, MG, 30º, 20º, 93% , 58% 
Venturosa, PE, 34º, 20º, 86% , 32% 
Vera Cruz, RN, 32º, 24º, 81% , 50% 
Vera, MT, 31º, 22º, 100% , 66% 
Vera Cruz, SP, 26º, 21º, 98% , 78% 
Vera Cruz, RS, 26º, 22º, 92% , 77% 
Vera Mendes, PI, 38º, 28º, 52% , 26% 
Ventania, PR, 19º, 17º, 100% , 84% 
Várzea Paulista, SP, 22º, 19º, 98% , 86% 
Venâncio Aires, RS, 28º, 22º, 98% , 69% 
Vazante, MG, 26º, 21º, 96% , 71% 
Varzedo, BA, 28º, 21º, 98% , 63% 
Venha-Ver, RN, 35º, 22º, 74% , 23% 
Venda Nova do Imigrante, ES, 23º, 16º, 95% , 71% 
Várzea Nova, BA, 31º, 18º, 91% , 37% 
Vassouras, RJ, 25º, 20º, 93% , 72% 
Várzea da Palma, MG, 29º, 21º, 88% , 57% 
Várzea Grande, PI, 38º, 25º, 72% , 28% 
Várzea da Roça, BA, 34º, 20º, 85% , 30% 
Várzea Grande, MT, 35º, 25º, 86% , 51% 
Várzea Branca, PI, 37º, 25º, 57% , 24% 
Várzea Alegre, CE, 38º, 24º, 74% , 22% 
Várzea do Poço, BA, 33º, 21º, 84% , 33% 
Várzea, RN, 31º, 24º, 88% , 55% 
Varjota, CE, 36º, 25º, 80% , 31% 
Várzea, PB, 37º, 23º, 74% , 24% 
Vargem Grande do Sul, SP, 23º, 20º, 98% , 77% 
Varre-Sai, RJ, 27º, 20º, 93% , 62% 
Varjão de Minas, MG, 27º, 18º, 100% , 64% 
Vargem Grande Paulista, SP, 21º, 19º, 97% , 84% 
Vargem Grande do Rio Pardo, MG, 29º, 19º, 92% , 53% 
Varginha, MG, 22º, 19º, 94% , 73% 
Vargem Bonita, MG, 23º, 19º, 94% , 79% 
Vargem Grande, MA, 35º, 24º, 85% , 39% 
Vargem Bonita, SC, 23º, 17º, 99% , 69% 
Vargem Alta, ES, 25º, 19º, 97% , 72% 
Vargem, SP, 26º, 17º, 90% , 57% 
Vargem, SC, 26º, 14º, 87% , 51% 
Vargem Alegre, MG, 30º, 19º, 97% , 55% 
Vargeão, SC, 29º, 15º, 85% , 38% 
Valparaíso de Goiás, GO, 27º, 19º, 100% , 64% 
Vanini, RS, 23º, 19º, 89% , 68% 
Valinhos, SP, 23º, 20º, 96% , 76% 
Valparaíso, SP, 29º, 22º, 98% , 69% 
Valentim Gentil, SP, 28º, 22º, 97% , 71% 
Valente, BA, 35º, 22º, 86% , 32% 
Valença do Piauí, PI, 38º, 25º, 71% , 22% 
Valença, RJ, 27º, 20º, 92% , 61% 
Valença, BA, 30º, 23º, 93% , 62% 
Vale Verde, RS, 31º, 20º, 79% , 56% 
Vale do Anari, RO, 29º, 23º, 98% , 75% 
Vale do Sol, RS, 32º, 20º, 86% , 44% 
Vale do Paraíso, RO, 33º, 23º, 100% , 61% 
Vale de São Domingos, MT, 31º, 23º, 90% , 58% 
Vacaria, RS, 21º, 16º, 94% , 78% 
Vale Real, RS, 32º, 19º, 77% , 36% 
Urupês, SP, 30º, 21º, 95% , 62% 
Utinga, BA, 30º, 19º, 93% , 45% 
Urutaí, GO, 28º, 20º, 100% , 64% 
Urussanga, SC, 28º, 21º, 94% , 52% 
Urupá, RO, 28º, 23º, 97% , 83% 
Urucurituba, AM, 35º, 25º, 84% , 41% 
Urucuia, MG, 27º, 20º, 99% , 63% 
Uruoca, CE, 37º, 25º, 84% , 31% 
Urupema, SC, 18º, 15º, 99% , 79% 
Uruguaiana, RS, 30º, 21º, 99% , 67% 
Uruçuí, PI, 36º, 24º, 81% , 39% 
Uruçuca, BA, 28º, 21º, 100% , 69% 
Uruana, GO, 29º, 20º, 100% , 64% 
Uruana de Minas, MG, 26º, 19º, 99% , 63% 
Uruburetama, CE, 33º, 23º, 89% , 45% 
Uruará, PA, 35º, 24º, 86% , 47% 
Urucará, AM, 33º, 24º, 100% , 59% 
Urucânia, MG, 27º, 20º, 98% , 66% 
Urbano Santos, MA, 37º, 24º, 88% , 35% 
Uruaçu, GO, 32º, 23º, 87% , 55% 
Uniflor, PR, 32º, 20º, 71% , 47% 
União Paulista, SP, 30º, 21º, 92% , 60% 
Unistalda, RS, 31º, 22º, 75% , 55% 
Urandi, BA, 31º, 20º, 84% , 45% 
Urânia, SP, 29º, 22º, 98% , 66% 
União dos Palmares, AL, 30º, 22º, 96% , 49% 
Uraí, PR, 26º, 20º, 100% , 76% 
Upanema, RN, 38º, 24º, 77% , 31% 
União da Vitória, PR, 21º, 18º, 97% , 76% 
União da Serra, RS, 24º, 20º, 89% , 66% 
União do Sul, MT, 28º, 21º, 100% , 76% 
União de Minas, MG, 30º, 21º, 94% , 58% 
União do Oeste, SC, 31º, 19º, 78% , 43% 
Umburatiba, MG, 28º, 21º, 100% , 68% 
Unaí, MG, 28º, 21º, 96% , 69% 
Una, BA, 28º, 23º, 99% , 71% 
Umirim, CE, 35º, 24º, 82% , 42% 
Umuarama, PR, 29º, 21º, 97% , 67% 
Umburanas, BA, 32º, 19º, 83% , 33% 
União, PI, 40º, 25º, 75% , 25% 
Umarizal, RN, 38º, 24º, 76% , 22% 
Uibaí, BA, 34º, 21º, 81% , 30% 
Ulianópolis, PA, 35º, 23º, 83% , 40% 
Uiraúna, PB, 37º, 23º, 73% , 21% 
Umbuzeiro, PB, 31º, 20º, 98% , 43% 
Umari, CE, 37º, 24º, 79% , 23% 
Umbaúba, SE, 30º, 23º, 94% , 54% 
Uiramutã, RR, 33º, 22º, 86% , 42% 
Ubirajara, SP, 25º, 21º, 98% , 78% 
Uberlândia, MG, 26º, 20º, 95% , 71% 
Uberaba, MG, 26º, 20º, 95% , 76% 
Uchoa, SP, 30º, 21º, 84% , 56% 
Ubiretama, RS, 27º, 22º, 83% , 57% 
Ubatã, BA, 30º, 20º, 100% , 58% 
Ubiratã, PR, 29º, 21º, 99% , 66% 
Ubatuba, SP, 25º, 20º, 96% , 76% 
Ubajara, CE, 33º, 21º, 91% , 32% 
Ubaíra, BA, 27º, 20º, 98% , 66% 
Ubarana, SP, 28º, 22º, 97% , 72% 
Ubá, MG, 29º, 20º, 97% , 59% 
Ubaí, MG, 28º, 20º, 95% , 59% 
Uauá, BA, 35º, 20º, 85% , 27% 
Ubaporanga, MG, 28º, 19º, 97% , 59% 
Ubaitaba, BA, 29º, 21º, 100% , 67% 
Tutóia, MA, 32º, 25º, 83% , 58% 
Turvo, PR, 23º, 18º, 99% , 73% 
Turvo, SC, 29º, 19º, 94% , 65% 
Uarini, AM, 36º, 24º, 93% , 47% 
Turvelândia, GO, 30º, 21º, 98% , 58% 
Tururu, CE, 35º, 23º, 87% , 42% 
Turvânia, GO, 30º, 21º, 97% , 60% 
Turvolândia, MG, 23º, 19º, 94% , 77% 
Turuçu, RS, 28º, 19º, 92% , 59% 
Turiúba, SP, 30º, 20º, 91% , 61% 
Turmalina, MG, 28º, 19º, 98% , 61% 
Turmalina, SP, 28º, 21º, 95% , 66% 
Turilândia, MA, 35º, 23º, 94% , 45% 
Turiaçu, MA, 33º, 24º, 90% , 50% 
Tupiratins, TO, 31º, 23º, 96% , 63% 
Tupirama, TO, 31º, 23º, 93% , 62% 
Tuparetama, PE, 35º, 21º, 84% , 27% 
Tuparendi, RS, 27º, 22º, 87% , 56% 
Tupanciretã, RS, 28º, 20º, 96% , 65% 
Tupandi, RS, 27º, 21º, 100% , 77% 
Tupanci do Sul, RS, 27º, 14º, 85% , 50% 
Tupi Paulista, SP, 29º, 22º, 98% , 69% 
Tupãssi, PR, 26º, 20º, 100% , 76% 
Tupanatinga, PE, 33º, 20º, 87% , 36% 
Tunas do Paraná, PR, 23º, 14º, 96% , 65% 
Tupã, SP, 26º, 21º, 96% , 77% 
Tuneiras do Oeste, PR, 25º, 21º, 95% , 67% 
Tupaciguara, MG, 29º, 20º, 94% , 56% 
Tuntum, MA, 37º, 25º, 77% , 39% 
Tunápolis, SC, 33º, 20º, 72% , 35% 
Tunas, RS, 28º, 21º, 90% , 60% 
Tumiritinga, MG, 30º, 20º, 97% , 56% 
Tucuruí, PA, 34º, 25º, 87% , 57% 
Tufilândia, MA, 35º, 24º, 87% , 42% 
Tuiuti, SP, 27º, 18º, 88% , 58% 
Trombudo Central, SC, 23º, 19º, 100% , 74% 
Trombas, GO, 30º, 22º, 93% , 67% 
Tucano, BA, 35º, 21º, 89% , 30% 
Tucumã, PA, 33º, 23º, 95% , 56% 
Tubarão, SC, 28º, 21º, 98% , 60% 
Triunfo Potiguar, RN, 38º, 24º, 75% , 29% 
Triunfo, PB, 37º, 24º, 82% , 23% 
Triunfo, PE, 35º, 21º, 80% , 23% 
Trindade do Sul, RS, 27º, 20º, 85% , 53% 
Triunfo, RS, 29º, 22º, 98% , 70% 
Trizidela do Vale, MA, 39º, 25º, 77% , 31% 
Trindade, PE, 35º, 23º, 66% , 26% 
Treviso, SC, 27º, 15º, 89% , 51% 
Treze Tílias, SC, 22º, 18º, 95% , 75% 
Treze de Maio, SC, 29º, 22º, 96% , 56% 
Três Pontas, MG, 23º, 19º, 94% , 71% 
Três Rios, RJ, 28º, 20º, 92% , 57% 
Três Palmeiras, RS, 30º, 18º, 81% , 39% 
Três Ranchos, GO, 29º, 20º, 95% , 61% 
Três Passos, RS, 28º, 20º, 95% , 68% 
Três Coroas, RS, 31º, 20º, 79% , 47% 
Três Marias, MG, 28º, 21º, 93% , 64% 
Três Forquilhas, RS, 25º, 16º, 93% , 67% 
Três de Maio, RS, 27º, 21º, 91% , 60% 
Três Fronteiras, SP, 32º, 22º, 95% , 56% 
Três Lagoas, MS, 30º, 23º, 95% , 66% 
Travesseiro, RS, 32º, 19º, 75% , 42% 
Três Barras, SC, 21º, 17º, 100% , 75% 
Trairão, PA, 35º, 25º, 88% , 48% 
Trairi, CE, 32º, 25º, 83% , 56% 
Traipu, AL, 34º, 23º, 86% , 43% 
Tracuateua, PA, 32º, 23º, 96% , 58% 
Tramandaí, RS, 26º, 22º, 95% , 74% 
Trabiju, SP, 27º, 20º, 97% , 73% 
Torres, RS, 28º, 21º, 95% , 64% 
Toropi, RS, 29º, 21º, 92% , 65% 
Torrinha, SP, 26º, 20º, 91% , 67% 
Torre de Pedra, SP, 26º, 20º, 88% , 67% 
Toritama, PE, 31º, 22º, 88% , 40% 
Tomé-Açú, PA, 36º, 24º, 91% , 44% 
Tietê, SP, 23º, 21º, 97% , 88% 
Tombos, MG, 27º, 20º, 93% , 63% 
Teutônia, RS, 26º, 22º, 80% , 67% 
Tibagi, PR, 21º, 18º, 98% , 77% 
Tianguá, CE, 33º, 20º, 99% , 33% 
Tomazina, PR, 26º, 20º, 97% , 73% 
Terra Santa, PA, 34º, 25º, 95% , 53% 
Terra Nova do Norte, MT, 32º, 22º, 100% , 61% 
Terra Roxa, SP, 31º, 21º, 96% , 54% 
Terra Roxa, PR, 27º, 22º, 97% , 76% 
Terra Nova, PE, 36º, 25º, 73% , 30% 
Terra Boa, PR, 27º, 21º, 99% , 70% 
Teresina de Goiás, GO, 26º, 18º, 96% , 62% 
Terra Alta, PA, 33º, 23º, 94% , 48% 
Teresina, PI, 40º, 26º, 76% , 26% 
Teresópolis, RJ, 22º, 18º, 92% , 75% 
Terenos, MS, 27º, 22º, 96% , 76% 
Terra de Areia, RS, 27º, 19º, 92% , 75% 
Teotônio Vilela, AL, 30º, 22º, 93% , 56% 
Teolândia, BA, 29º, 21º, 100% , 63% 
Teodoro Sampaio, BA, 31º, 21º, 96% , 50% 
Tenório, PB, 34º, 21º, 84% , 31% 
Tenente Portela, RS, 29º, 20º, 95% , 66% 
Teixeira de Freitas, BA, 29º, 21º, 100% , 65% 
Teixeiras, MG, 28º, 18º, 98% , 59% 
Tenente Laurentino Cruz, RN, 34º, 20º, 87% , 33% 
Tejupá, SP, 23º, 19º, 98% , 82% 
Telêmaco Borba, PR, 23º, 19º, 100% , 84% 
Tejuçuoca, CE, 35º, 23º, 88% , 37% 
Teixeira Soares, PR, 20º, 18º, 100% , 84% 
Tatuí, SP, 24º, 20º, 97% , 80% 
Tavares, RS, 25º, 20º, 90% , 73% 
Tarrafas, CE, 38º, 23º, 79% , 22% 
Tarauacá, AC, 36º, 25º, 81% , 46% 
Tarumirim, MG, 29º, 21º, 95% , 58% 
Tavares, PB, 36º, 20º, 83% , 22% 
Taubaté, SP, 23º, 21º, 93% , 75% 
Taquara, RS, 28º, 22º, 100% , 75% 
Tarabai, SP, 27º, 21º, 97% , 77% 
Taquarituba, SP, 24º, 20º, 99% , 80% 
Taquaral, SP, 26º, 21º, 97% , 78% 
Taquari, RS, 29º, 22º, 96% , 70% 
Taquaraçu de Minas, MG, 26º, 17º, 95% , 62% 
Taquarana, AL, 30º, 21º, 95% , 54% 
Tapurah, MT, 30º, 22º, 98% , 65% 
Tauá, CE, 36º, 23º, 83% , 25% 
Tapiraí, MG, 26º, 18º, 100% , 66% 
Tapes, RS, 29º, 22º, 100% , 70% 
Taperoá, PB, 34º, 21º, 81% , 29% 
Tapiraí, SP, 25º, 18º, 97% , 72% 
Taperoá, BA, 30º, 23º, 98% , 65% 
Tapira, MG, 25º, 17º, 97% , 65% 
Taparuba, MG, 28º, 20º, 99% , 65% 
Tapauá, AM, 36º, 25º, 93% , 49% 
Tanquinho, BA, 34º, 22º, 92% , 40% 
Tanhaçu, BA, 34º, 22º, 83% , 37% 
Tangará da Serra, MT, 32º, 23º, 84% , 56% 
Tanguá, RJ, 29º, 21º, 95% , 63% 
Tapejara, RS, 25º, 19º, 96% , 71% 
Tamandaré, PE, 29º, 24º, 89% , 65% 
Tamarana, PR, 24º, 19º, 99% , 73% 
Taiobeiras, MG, 29º, 20º, 87% , 56% 
Taiúva, SP, 29º, 20º, 97% , 60% 
Tamboril do Piauí, PI, 37º, 27º, 58% , 31% 
Tamboril, CE, 36º, 23º, 81% , 26% 
Taió, SC, 22º, 20º, 98% , 80% 
Tangará, RN, 32º, 23º, 86% , 43% 
Taguaí, SP, 25º, 20º, 99% , 77% 
Tacuru, MS, 27º, 22º, 93% , 75% 
Taguatinga, TO, 31º, 22º, 86% , 52% 
Tacaimbó, PE, 30º, 20º, 88% , 44% 
Taguatinga, DF, 28º, 19º, 100% , 66% 
Taboleiro Grande, RN, 37º, 24º, 83% , 28% 
Tabira, PE, 34º, 19º, 84% , 26% 
Tabuleiro, MG, 28º, 17º, 98% , 46% 
Tailândia, PA, 36º, 24º, 93% , 52% 
Tabocão, TO, 30º, 22º, 95% , 63% 
Tabapuã, SP, 30º, 20º, 97% , 58% 
Taboão da Serra, SP, 22º, 20º, 97% , 80% 
Tabatinga, AM, 29º, 24º, 100% , 78% 
Sumidouro, RJ, 24º, 18º, 96% , 73% 
Tabaí, RS, 28º, 21º, 100% , 72% 
Suzano, SP, 23º, 20º, 95% , 74% 
Surubim, PE, 31º, 21º, 93% , 43% 
Sussuapara, PI, 38º, 26º, 64% , 27% 
Sumaré, SP, 23º, 21º, 94% , 84% 
Sumé, PB, 35º, 20º, 83% , 28% 
Sul Brasil, SC, 28º, 19º, 99% , 65% 
Sorocaba, SP, 24º, 20º, 93% , 78% 
Soure, PA, 31º, 26º, 80% , 58% 
Sorriso, MT, 31º, 22º, 99% , 54% 
Sucupira do Riachão, MA, 34º, 23º, 89% , 46% 
Sucupira, TO, 31º, 23º, 94% , 59% 
Solidão, PE, 34º, 20º, 87% , 23% 
Sooretama, ES, 27º, 21º, 99% , 74% 
Sonora, MS, 29º, 22º, 94% , 61% 
Socorro, SP, 21º, 18º, 98% , 81% 
Soledade, PB, 33º, 20º, 87% , 35% 
Soledade, RS, 25º, 19º, 93% , 64% 
Sobrália, MG, 31º, 20º, 100% , 55% 
Sobral, CE, 36º, 24º, 80% , 31% 
Sobrado, PB, 32º, 24º, 86% , 49% 
Sítio Novo, MA, 35º, 24º, 77% , 42% 
Sobradinho, RS, 30º, 19º, 77% , 48% 
Sítio Novo, RN, 34º, 22º, 89% , 39% 
Sítio Novo do Tocantins, TO, 37º, 26º, 78% , 38% 
Solânea, PB, 32º, 22º, 90% , 44% 
Sítio D'Abadia, GO, 25º, 19º, 98% , 64% 
Sobradinho, DF, 26º, 19º, 95% , 66% 
Sítio do Quinto, BA, 33º, 21º, 97% , 39% 
Siriri, SE, 31º, 22º, 94% , 54% 
Sirinhaém, PE, 29º, 22º, 94% , 62% 
Simolândia, GO, 32º, 20º, 93% , 51% 
Simonésia, MG, 26º, 18º, 94% , 65% 
Simões, PI, 36º, 24º, 63% , 25% 
Simão Dias, SE, 32º, 22º, 94% , 46% 
Sinop, MT, 32º, 21º, 100% , 59% 
Simão Pereira, MG, 29º, 19º, 88% , 43% 
Simões Filho, BA, 30º, 23º, 91% , 58% 
Silveiras, SP, 24º, 20º, 89% , 75% 
Silvânia, GO, 26º, 19º, 97% , 68% 
Silva Jardim, RJ, 29º, 22º, 95% , 67% 
Silveirânia, MG, 26º, 20º, 93% , 68% 
Sidrolândia, MS, 27º, 22º, 100% , 77% 
