Abadiânia, GO, 30º, 16º, 42% , 22% 
Tanque D'Arca, AL, 27º, 18º, 100% , 62% 
Tanguá, RJ, 32º, 17º, 59% , 34% 
Tamboara, PR, 36º, 19º, 33% , 13% 
Tamboril, CE, 32º, 20º, 84% , 37% 
Tamboril do Piauí, PI, 33º, 21º, 65% , 29% 
Taipas do Tocantins, TO, 34º, 19º, 61% , 22% 
Tangará, SC, 31º, 16º, 54% , 23% 
Taipu, RN, 30º, 20º, 97% , 53% 
Tanabi, SP, 34º, 17º, 47% , 16% 
Taió, SC, 32º, 14º, 66% , 23% 
Tailândia, PA, 35º, 23º, 96% , 40% 
Taiaçu, SP, 34º, 18º, 42% , 17% 
Taguatinga, TO, 31º, 17º, 64% , 23% 
Tacima, PB, 29º, 20º, 94% , 53% 
Tacaratu, PE, 28º, 20º, 91% , 54% 
Tabuleiro do Norte, CE, 35º, 23º, 86% , 33% 
Tabatinga, SP, 34º, 18º, 45% , 17% 
Tabaporã, MT, 37º, 19º, 62% , 22% 
Suzano, SP, 30º, 17º, 65% , 31% 
Sumaré, SP, 33º, 18º, 46% , 20% 
Sulina, PR, 32º, 16º, 44% , 20% 
Sombrio, SC, 20º, 17º, 92% , 79% 
Sossego, PB, 28º, 18º, 94% , 51% 
Souto Soares, BA, 25º, 15º, 93% , 47% 
Sucupira do Norte, MA, 35º, 23º, 58% , 28% 
Sorriso, MT, 38º, 22º, 52% , 18% 
Sorocaba, SP, 31º, 17º, 51% , 26% 
Solonópole, CE, 35º, 23º, 88% , 31% 
Soledade de Minas, MG, 29º, 12º, 71% , 25% 
Socorro do Piauí, PI, 34º, 22º, 63% , 28% 
Sobradinho, DF, 28º, 15º, 57% , 26% 
Sítio do Quinto, BA, 27º, 19º, 97% , 58% 
Sobradinho, RS, 22º, 15º, 98% , 67% 
Sobradinho, BA, 30º, 20º, 81% , 38% 
Sítio do Mato, BA, 32º, 19º, 73% , 26% 
Siqueira Campos, PR, 33º, 18º, 44% , 18% 
Sinop, MT, 38º, 21º, 50% , 19% 
Silveira Martins, RS, 26º, 18º, 82% , 58% 
Simplício Mendes, PI, 34º, 22º, 68% , 30% 
Silves, AM, 35º, 26º, 83% , 44% 
Siderópolis, SC, 31º, 21º, 77% , 36% 
Sinimbu, RS, 28º, 19º, 75% , 47% 
Sigefredo Pacheco, PI, 35º, 23º, 75% , 31% 
Silvianópolis, MG, 30º, 13º, 64% , 22% 
Sertãozinho, SP, 34º, 16º, 50% , 17% 
Setubinha, MG, 27º, 13º, 98% , 35% 
Sete Lagoas, MG, 30º, 13º, 89% , 25% 
Severiano Melo, RN, 34º, 22º, 78% , 31% 
Sertãozinho, PB, 29º, 19º, 97% , 56% 
Sertão Santana, RS, 25º, 18º, 96% , 83% 
Serrolândia, BA, 26º, 17º, 94% , 54% 
Serrania, MG, 30º, 14º, 60% , 23% 
Serrinha, BA, 27º, 18º, 96% , 62% 
Serrana, SP, 34º, 17º, 44% , 16% 
Serra Preta, BA, 26º, 19º, 95% , 61% 
Serrita, PE, 31º, 20º, 83% , 36% 
Serranópolis de Minas, MG, 28º, 15º, 89% , 31% 
Serra Negra, SP, 32º, 17º, 48% , 19% 
Serra Do Navio, AP, 34º, 22º, 97% , 47% 
Serra, ES, 29º, 18º, 94% , 55% 
Serra da Saudade, MG, 30º, 15º, 54% , 25% 
Serra do Mel, RN, 32º, 21º, 86% , 45% 
Serafina Corrêa, RS, 30º, 16º, 65% , 48% 
Senhor do Bonfim, BA, 26º, 17º, 93% , 54% 
Saúde, BA, 26º, 17º, 92% , 53% 
Sapucaia do Sul, RS, 22º, 17º, 89% , 70% 
São Sebastião, SP, 26º, 19º, 70% , 37% 
Sapiranga, RS, 22º, 15º, 96% , 76% 
São Vicente, RN, 32º, 21º, 83% , 38% 
São Paulo, SP, 29º, 19º, 61% , 33% 
São Sebastião do Paraíso, MG, 30º, 16º, 52% , 20% 
São Miguel do Guamá, PA, 36º, 23º, 97% , 36% 
São Miguel do Gostoso, RN, 30º, 22º, 91% , 58% 
São Mateus, ES, 29º, 19º, 100% , 48% 
São Luís, MA, 31º, 25º, 93% , 59% 
São José dos Campos, SP, 32º, 16º, 56% , 26% 
São Lourenço, MG, 29º, 13º, 71% , 24% 
São José dos Pinhais, PR, 29º, 15º, 75% , 30% 
São José dos Basílios, MA, 35º, 22º, 71% , 32% 
São José do Rio Preto, SP, 34º, 18º, 45% , 17% 
São José dos Ausentes, RS, 20º, 13º, 92% , 53% 
São José do Piauí, PI, 33º, 21º, 74% , 31% 
São José do Rio Pardo, SP, 31º, 16º, 54% , 20% 
São José do Ouro, RS, 30º, 17º, 62% , 32% 
São José do Norte, RS, 22º, 16º, 100% , 94% 
São José do Jacuri, MG, 28º, 12º, 85% , 35% 
São José do Inhacorá, RS, 31º, 18º, 71% , 43% 
São José do Divino, MG, 29º, 16º, 97% , 38% 
São José do Goiabal, MG, 29º, 13º, 90% , 35% 
São José do Alegre, MG, 28º, 12º, 66% , 26% 
São José do Campestre, RN, 30º, 20º, 93% , 51% 
São José do Belmonte, PE, 31º, 19º, 85% , 34% 
São José de Ribamar, MA, 32º, 25º, 90% , 59% 
São José de Piranhas, PB, 32º, 20º, 79% , 32% 
São José de Mipibu, RN, 29º, 22º, 92% , 64% 
São José da Tapera, AL, 28º, 20º, 96% , 61% 
São José das Palmeiras, PR, 35º, 22º, 40% , 20% 
São José da Lagoa Tapada, PB, 34º, 22º, 72% , 30% 
São José da Safira, MG, 29º, 14º, 92% , 33% 
São Jorge, RS, 29º, 16º, 61% , 40% 
São Jorge do Oeste, PR, 33º, 16º, 45% , 20% 
São João do Triunfo, PR, 32º, 13º, 65% , 22% 
São João Nepomuceno, MG, 32º, 14º, 70% , 27% 
São João do Sabugi, RN, 34º, 21º, 77% , 34% 
São João Evangelista, MG, 27º, 12º, 92% , 35% 
São João do Rio do Peixe, PB, 34º, 22º, 73% , 31% 
São João do Pau d'Alho, SP, 36º, 20º, 36% , 16% 
São João do Manhuaçu, MG, 27º, 12º, 86% , 34% 
São João do Pacuí, MG, 30º, 16º, 81% , 25% 
São João do Oriente, MG, 28º, 14º, 92% , 37% 
São João do Manteninha, MG, 29º, 16º, 96% , 40% 
São João do Piauí, PI, 33º, 23º, 67% , 30% 
São João do Carú, MA, 34º, 21º, 96% , 44% 
São João do Cariri, PB, 29º, 19º, 92% , 48% 
São João da Paraúna, GO, 34º, 19º, 39% , 15% 
São João do Araguaia, PA, 36º, 23º, 83% , 29% 
São João Del Rei, MG, 29º, 13º, 76% , 22% 
São João da Varjota, PI, 35º, 23º, 62% , 29% 
São João da Urtiga, RS, 30º, 16º, 62% , 30% 
São João da Ponte, MG, 28º, 14º, 85% , 28% 
São João da Boa Vista, SP, 30º, 17º, 45% , 19% 
São João da Mata, MG, 29º, 15º, 60% , 24% 
São João da Lagoa, MG, 28º, 14º, 87% , 26% 
São João da Fronteira, PI, 35º, 22º, 69% , 30% 
São João da Canabrava, PI, 33º, 21º, 72% , 30% 
São João da Baliza, RR, 36º, 24º, 81% , 38% 
São João D'Aliança, GO, 27º, 15º, 52% , 28% 
São Gonçalo do Amarante, CE, 32º, 24º, 88% , 49% 
São Gonçalo do Abaeté, MG, 30º, 15º, 61% , 25% 
São Geraldo do Baixio, MG, 30º, 17º, 93% , 37% 
São Geraldo da Piedade, MG, 28º, 14º, 98% , 37% 
São Geraldo, MG, 29º, 13º, 75% , 32% 
São Gabriel da Palha, ES, 30º, 18º, 100% , 42% 
São Gabriel da Cachoeira, AM, 33º, 24º, 87% , 44% 
São Geraldo do Araguaia, PA, 36º, 23º, 56% , 27% 
São Gonçalo, RJ, 31º, 19º, 82% , 46% 
São Gabriel do Oeste, MS, 36º, 22º, 37% , 17% 
São Gabriel, RS, 20º, 16º, 91% , 74% 
São Gabriel, BA, 28º, 16º, 87% , 36% 
São Francisco do Sul, SC, 26º, 17º, 89% , 60% 
São Francisco do Piauí, PI, 35º, 23º, 64% , 28% 
São Francisco do Pará, PA, 35º, 23º, 97% , 41% 
São Francisco do Oeste, RN, 34º, 23º, 71% , 30% 
São Francisco do Maranhão, MA, 35º, 23º, 58% , 30% 
São Francisco do Guaporé, RO, 37º, 23º, 81% , 41% 
São Francisco do Glória, MG, 29º, 13º, 73% , 31% 
São Francisco de Paula, RS, 27º, 17º, 65% , 45% 
São Francisco do Conde, BA, 26º, 19º, 92% , 70% 
São Francisco de Sales, MG, 35º, 18º, 41% , 15% 
São Francisco do Brejão, MA, 35º, 22º, 76% , 30% 
São Francisco de Itabapoana, RJ, 29º, 18º, 86% , 48% 
São Francisco de Paula, MG, 29º, 14º, 74% , 28% 
São Francisco, MG, 31º, 16º, 84% , 25% 
São Francisco de Assis do Piauí, PI, 33º, 22º, 72% , 31% 
São Francisco de Goiás, GO, 32º, 17º, 42% , 18% 
São Francisco, SE, 28º, 19º, 97% , 64% 
São Fidélis, RJ, 33º, 17º, 85% , 30% 
São Francisco de Assis, RS, 25º, 18º, 99% , 71% 
São Francisco, PB, 34º, 22º, 74% , 31% 
São Francisco, SP, 35º, 18º, 41% , 16% 
São Félix do Xingu, PA, 35º, 22º, 83% , 31% 
São Fernando, RN, 34º, 22º, 79% , 33% 
São Félix do Tocantins, TO, 35º, 22º, 56% , 26% 
São Félix do Piauí, PI, 36º, 24º, 54% , 29% 
São Félix do Coribe, BA, 31º, 18º, 77% , 23% 
São Félix de Balsas, MA, 36º, 22º, 59% , 29% 
São Félix do Araguaia, MT, 37º, 19º, 48% , 18% 
São Félix de Minas, MG, 28º, 16º, 98% , 37% 
São Félix, BA, 26º, 19º, 100% , 70% 
São Domingos do Cariri, PB, 29º, 18º, 92% , 49% 
São Felipe D'Oeste, RO, 38º, 23º, 77% , 27% 
São Domingos do Maranhão, MA, 35º, 23º, 61% , 31% 
São Domingos do Sul, RS, 28º, 15º, 67% , 52% 
São Felipe, BA, 25º, 19º, 99% , 65% 
São Domingos do Prata, MG, 26º, 13º, 92% , 33% 
São Domingos do Norte, ES, 29º, 17º, 99% , 42% 
São Domingos do Capim, PA, 35º, 23º, 98% , 38% 
São Domingos do Araguaia, PA, 35º, 23º, 80% , 31% 
São Domingos do Azeitão, MA, 35º, 24º, 56% , 28% 
São Domingos, GO, 31º, 18º, 71% , 22% 
São Domingos de Pombal, PB, 35º, 22º, 74% , 30% 
São Domingos, SE, 26º, 19º, 99% , 56% 
São Domingos das Dores, MG, 27º, 13º, 91% , 36% 
São Desidério, BA, 30º, 15º, 85% , 28% 
São Domingos, BA, 28º, 19º, 94% , 54% 
São Domingos, SC, 32º, 17º, 48% , 24% 
São Carlos - SC, SC, 33º, 18º, 47% , 22% 
São Carlos do Ivaí, PR, 35º, 18º, 35% , 13% 
São Cristóvão do Sul, SC, 31º, 15º, 57% , 23% 
São Carlos - SP, SP, 32º, 19º, 44% , 19% 
São Caetano do Sul, SP, 29º, 19º, 66% , 35% 
São Caetano de Odivelas, PA, 33º, 24º, 97% , 49% 
São Bonifácio, SC, 31º, 19º, 47% , 30% 
São Brás do Suaçuí, MG, 30º, 13º, 88% , 25% 
São Caetano, PE, 25º, 17º, 97% , 65% 
São Borja, RS, 24º, 17º, 95% , 76% 
São Brás, AL, 28º, 19º, 97% , 63% 
São Braz do Piauí, PI, 32º, 19º, 76% , 29% 
São Bernardo do Campo, SP, 28º, 19º, 72% , 39% 
São Bernardo, MA, 35º, 23º, 95% , 41% 
São Bernardino, SC, 31º, 19º, 43% , 23% 
São Bento do Una, PE, 26º, 18º, 97% , 58% 
São Bento do Trairi, RN, 30º, 20º, 90% , 48% 
São Bento do Sul, SC, 32º, 16º, 57% , 23% 
São Bento do Tocantins, TO, 35º, 22º, 65% , 27% 
São Bento do Norte, RN, 30º, 23º, 90% , 60% 
São Bento de Pombal, PB, 34º, 21º, 77% , 32% 
São Bento Abade, MG, 29º, 13º, 67% , 26% 
São Bento do Sapucaí, SP, 27º, 12º, 63% , 28% 
São Bento, MA, 33º, 24º, 95% , 57% 
São Bento, PB, 34º, 22º, 77% , 32% 
São Benedito do Sul, PE, 24º, 17º, 99% , 76% 
Santos Dumont, MG, 31º, 13º, 79% , 21% 
São Benedito, CE, 31º, 20º, 84% , 39% 
Santópolis do Aguapeí, SP, 35º, 17º, 36% , 16% 
Santo Inácio, PR, 35º, 18º, 34% , 15% 
Santos, SP, 26º, 19º, 83% , 50% 
Santo Hipólito, MG, 30º, 14º, 88% , 23% 
São Benedito do Rio Preto, MA, 34º, 23º, 98% , 42% 
Santo Inácio do Piauí, PI, 34º, 22º, 68% , 29% 
Santo Expedito do Sul, RS, 29º, 16º, 58% , 31% 
Santo Expedito, SP, 36º, 20º, 34% , 16% 
Santo Estevão, BA, 27º, 17º, 97% , 61% 
Santo Cristo, RS, 28º, 17º, 72% , 39% 
Santo Augusto, RS, 29º, 18º, 70% , 45% 
Santo Antônio dos Milagres, PI, 35º, 22º, 59% , 31% 
Santo Antônio dos Lopes, MA, 35º, 22º, 78% , 34% 
Santo Antônio do Tauá, PA, 34º, 23º, 97% , 41% 
Santo Antônio do Pinhal, SP, 27º, 13º, 56% , 28% 
Santo Antônio do Retiro, MG, 25º, 13º, 92% , 36% 
Santo Antônio do Sudoeste, PR, 34º, 19º, 54% , 25% 
Santo Antônio do Paraíso, PR, 33º, 16º, 50% , 17% 
Santo Antônio do Planalto, RS, 28º, 17º, 67% , 53% 
Santo Antônio do Rio Abaixo, MG, 28º, 11º, 85% , 30% 
Santo Antônio do Monte, MG, 29º, 16º, 61% , 26% 
Santo Antônio do Leverger, MT, 40º, 22º, 36% , 13% 
Santo Antônio do Leste, MT, 37º, 21º, 36% , 13% 
Santo Antônio do Jardim, SP, 31º, 16º, 48% , 19% 
Santo Antônio do Içá, AM, 34º, 21º, 100% , 46% 
Santo Antônio do Jacinto, MG, 27º, 16º, 99% , 53% 
Santo Antônio do Itambé, MG, 27º, 10º, 94% , 31% 
Santo Antônio do Palma, RS, 28º, 15º, 66% , 51% 
Santo Antônio do Grama, MG, 28º, 12º, 85% , 35% 
Santo Antônio do Descoberto, GO, 29º, 14º, 59% , 21% 
Santo Antônio do Aracanguá, SP, 35º, 19º, 40% , 17% 
Santo Antônio do Caiuá, PR, 36º, 19º, 35% , 16% 
Santo Antônio do Aventureiro, MG, 31º, 14º, 74% , 28% 
Santo Antônio do Amparo, MG, 29º, 13º, 78% , 27% 
Santo Antônio de Posse, SP, 32º, 17º, 51% , 19% 
Santo Antônio de Pádua, RJ, 33º, 16º, 87% , 27% 
Santo Antônio de Jesus, BA, 26º, 18º, 98% , 61% 
Santo Antônio de Goiás, GO, 32º, 16º, 44% , 18% 
Santo Antônio da Patrulha, RS, 21º, 15º, 98% , 77% 
Santo Antônio das Missões, RS, 28º, 18º, 79% , 58% 
Santo Antônio da Barra, GO, 34º, 19º, 40% , 15% 
Santo Antônio da Platina, PR, 33º, 18º, 44% , 18% 
Santo Antônio da Alegria, SP, 31º, 16º, 47% , 17% 
Santo Antônio, RN, 30º, 20º, 96% , 51% 
Santo André, SP, 28º, 18º, 74% , 38% 
Santo Amaro da Imperatriz, SC, 24º, 17º, 86% , 55% 
Santo Antônio de Lisboa, PI, 32º, 21º,26%,
Santo Amaro das Brotas, SE, 27º, 20º, 93% , 63% 
Santo Ângelo, RS, 23º, 17º, 99% , 63% 
Santo Amaro do Maranhão, MA, 31º, 26º, 88% , 64% 
Santo Anastácio, SP, 35º, 18º, 35% , 16% 
Santo André, PB, 29º, 19º, 91% , 47% 
Santo Amaro, BA, 26º, 19º, 93% , 69% 
Santarém, PB, 33º, 21º, 78% , 34% 
Santarém Novo, PA, 33º, 23º, 96% , 54% 
Santiago, RS, 25º, 18º, 86% , 66% 
Santanópolis, BA, 26º, 18º, 94% , 66% 
Santarém, PA, 32º, 25º, 94% , 55% 
Santo Afonso, MT, 37º, 22º, 39% , 16% 
Santiago do Sul, SC, 30º, 18º, 44% , 23% 
Santana dos Garrotes, PB, 33º, 20º, 77% , 33% 
Santana dos Montes, MG, 28º, 13º, 79% , 27% 
Santana do São Francisco, SE, 27º, 19º, 97% , 65% 
Santana do Piauí, PI, 33º, 21º, 74% , 31% 
Santana do Paraíso, MG, 27º, 14º, 92% , 37% 
Santana do Seridó, RN, 30º, 20º, 86% , 44% 
Santana do Riacho, MG, 28º, 14º, 79% , 30% 
Santana do Mundaú, AL, 24º, 18º, 98% , 76% 
Santana do Maranhão, MA, 34º, 23º, 96% , 43% 
Santana do Manhuaçu, MG, 27º, 12º, 88% , 34% 
Santana do Livramento, RS, 21º, 15º, 97% , 78% 
Santana do Jacaré, MG, 30º, 13º, 75% , 27% 
Santana do Matos, RN, 33º, 21º, 77% , 38% 
Santana do Ipanema, AL, 27º, 19º, 96% , 61% 
Santana do Itararé, PR, 34º, 17º, 51% , 16% 
Santana de Pirapama, MG, 30º, 14º, 86% , 24% 
Santana do Garambéu, MG, 29º, 12º, 77% , 21% 
Santana do Deserto, MG, 32º, 14º, 71% , 26% 
Santana de Parnaíba, SP, 30º, 17º, 58% , 29% 
Santana do Araguaia, PA, 36º, 19º, 65% , 24% 
Santana do Acaraú, CE, 34º, 22º, 96% , 37% 
Santana do Cariri, CE, 30º, 18º, 83% , 34% 
Santana de Mangueira, PB, 32º, 19º, 83% , 34% 
Santana de Cataguases, MG, 32º, 15º, 76% , 27% 
Santana, BA, 28º, 16º, 76% , 26% 
Santana da Vargem, MG, 30º, 14º, 76% , 23% 
Santana da Ponte Pensa, SP, 36º, 20º, 38% , 16% 
Santana da Boa Vista, RS, 24º, 16º, 100% , 82% 
Santana, AP, 33º, 25º, 96% , 53% 
Santa Vitória, MG, 34º, 19º, 38% , 16% 
Santa Terezinha do Progresso, SC, 32º, 19º, 41% , 23% 
Santa Terezinha de Goiás, GO, 35º, 19º, 36% , 15% 
Santa Terezinha do Tocantins, TO, 36º, 23º, 57% , 27% 
Santa Vitória do Palmar, RS, 14º, 12º, 100% , 89% 
Santa Terezinha de Itaipu, PR, 34º, 20º, 49% , 25% 
Santaluz, BA, 28º, 19º, 95% , 55% 
Santa Terezinha, PE, 26º, 18º, 98% , 75% 
Santa Tereza, RS, 29º, 16º, 69% , 47% 
Santa Terezinha, MT, 37º, 19º, 53% , 20% 
Santa Teresinha, BA, 26º, 18º, 96% , 63% 
Santa Tereza do Tocantins, TO, 36º, 21º, 53% , 22% 
Santa Tereza de Goiás, GO, 34º, 18º, 42% , 18% 
Santa Tereza do Oeste, PR, 34º, 20º, 40% , 20% 
Santa Teresinha, PB, 33º, 21º, 79% , 34% 
Santa Teresa, ES, 28º, 14º, 86% , 38% 
Santa Salete, SP, 36º, 20º, 38% , 16% 
Santa Rosa de Lima, SE, 28º, 19º, 97% , 58% 
Santa Rosa do Sul, SC, 32º, 18º, 87% , 52% 
Santa Rosa do Purus, AC, 34º, 22º, 97% , 48% 
Santa Rosa de Viterbo, SP, 33º, 17º, 46% , 17% 
Santa Rosa de Lima, SC, 32º, 20º, 51% , 28% 
Santa Rosa do Tocantins, TO, 35º, 21º, 46% , 20% 
Santa Rosa de Goiás, GO, 32º, 18º, 40% , 17% 
Santa Rosa da Serra, MG, 29º, 16º, 48% , 25% 
Santa Rosa, RS, 25º, 18º, 93% , 59% 
Santa Rita do Trivelato, MT, 37º, 21º, 42% , 15% 
Santa Rita do Sapucaí, MG, 30º, 14º, 65% , 21% 
Santa Rita do Tocantins, TO, 36º, 21º, 43% , 19% 
Santa Rita do Passa Quatro, SP, 32º, 16º, 49% , 17% 
Santa Rita do Pardo, MS, 37º, 23º, 42% , 18% 
Santa Rita do Novo Destino, GO, 32º, 18º, 38% , 18% 
Santa Rita de Minas, MG, 28º, 12º, 94% , 36% 
Santa Rita de Caldas, MG, 29º, 14º, 60% , 21% 
Santa Rita do Ibitipoca, MG, 29º, 13º, 79% , 23% 
Santa Rita do Araguaia, GO, 35º, 18º, 40% , 16% 
Santa Rita de Jacutinga, MG, 31º, 14º, 64% , 22% 
Santa Rita de Cássia, BA, 31º, 18º, 75% , 26% 
Santa Rita do Itueto, MG, 29º, 15º, 96% , 38% 
Santa Rita D'Oeste, SP, 36º, 20º, 39% , 16% 
Santa Quitéria do Maranhão, MA, 34º, 23º, 96% , 42% 
Santa Maria Madalena, RJ, 28º, 14º, 73% , 36% 
Santa Mônica, PR, 37º, 19º, 35% , 14% 
Santa Mercedes, SP, 37º, 21º, 36% , 16% 
Santa Rita, MA, 34º, 23º, 97% , 46% 
Santa Mariana, PR, 34º, 16º, 50% , 15% 
Santa Maria do Tocantins, TO, 36º, 21º, 56% , 23% 
Santa Maria do Salto, MG, 27º, 16º, 99% , 42% 
Santa Maria de Itabira, MG, 28º, 11º, 88% , 33% 
Santa Maria do Oeste, PR, 36º, 20º, 39% , 18% 
Santa Maria do Pará, PA, 36º, 23º, 97% , 36% 
Santa Maria das Barreiras, PA, 36º, 20º, 74% , 30% 
Santa Maria do Herval, RS, 29º, 18º, 74% , 49% 
Santa Maria de Jetibá, ES, 28º, 13º, 89% , 38% 
Santa Maria da Vitória, BA, 30º, 18º, 79% , 30% 
Santa Maria da Serra, SP, 34º, 19º, 43% , 18% 
Santa Margarida do Sul, RS, 22º, 17º, 100% , 79% 
Santa Maria, RS, 22º, 16º, 97% , 78% 
Santa Maria, DF, 28º, 13º, 65% , 24% 
Santa Maria da Boa Vista, PE, 32º, 21º, 82% , 36% 
Santa Maria, RN, 30º, 22º, 96% , 52% 
Santa Luzia do Oeste, RO, 37º, 23º, 76% , 28% 
Santa Luzia do Norte, AL, 26º, 21º, 93% , 74% 
Santa Luzia do Pará, PA, 35º, 23º, 99% , 40% 
Santa Luzia do Paruá, MA, 34º, 22º, 97% , 44% 
Santa Luzia do Itanhy, SE, 27º, 21º, 93% , 65% 
Santa Luzia, MA, 34º, 21º, 95% , 44% 
Santa Luzia, PB, 31º, 20º, 82% , 40% 
Santa Luzia, MG, 30º, 13º, 88% , 27% 
Santa Luz, PI, 34º, 22º, 61% , 27% 
Santa Luzia, BA, 27º, 17º, 100% , 49% 
Santa Lúcia, SP, 35º, 18º, 40% , 16% 
Santa Lúcia, PR, 36º, 20º, 41% , 19% 
Santa Juliana, MG, 29º, 15º, 54% , 23% 
Santa Isabel do Rio Negro, AM, 35º, 24º, 85% , 42% 
Santa Izabel do Pará, PA, 34º, 23º, 96% , 40% 
Santa Leopoldina, ES, 28º, 15º, 96% , 45% 
Santa Isabel do Ivaí, PR, 36º, 21º, 40% , 19% 
Santa Inês, PB, 32º, 20º, 84% , 32% 
Santa Inês, PR, 36º, 19º, 35% , 15% 
Santa Inês, MA, 34º, 23º, 98% , 43% 
Santa Isabel, GO, 33º, 18º, 37% , 16% 
Santa Helena de Minas, MG, 29º, 15º, 99% , 40% 
Santa Izabel do Oeste, PR, 35º, 19º, 44% , 21% 
Santa Inês, BA, 24º, 16º, 99% , 59% 
Santa Helena, PB, 34º, 22º, 73% , 31% 
Santa Isabel, SP, 32º, 16º, 48% , 23% 
Santa Helena de Goiás, GO, 34º, 19º, 41% , 16% 
Santa Helena, MA, 33º, 23º, 98% , 50% 
Santa Helena, PR, 35º, 21º, 45% , 22% 
Santa Filomena do Maranhão, MA, 35º, 23º, 61% , 31% 
Santa Gertrudes, SP, 34º, 19º, 41% , 16% 
Santa Helena, SC, 34º, 19º, 49% , 27% 
Santa Filomena, PI, 35º, 22º, 60% , 27% 
Santa Fé do Araguaia, TO, 35º, 23º, 48% , 26% 
Santa Filomena, PE, 30º, 18º, 85% , 34% 
Santa Fé de Minas, MG, 31º, 16º, 67% , 24% 
Santa Fé, PR, 34º, 19º, 35% , 15% 
Santa Cruz do Sul, RS, 24º, 16º, 94% , 71% 
Santa Cruz do Piauí, PI, 34º, 23º, 68% , 29% 
Santa Cruz do Xingu, MT, 36º, 20º, 57% , 22% 
Santa Cruz do Rio Pardo, SP, 33º, 17º, 43% , 16% 
Santa Efigênia de Minas, MG, 27º, 14º, 100% , 39% 
Santa Cruz do Escalvado, MG, 29º, 12º, 88% , 34% 
Santa Cruz de Salinas, MG, 26º, 14º, 100% , 36% 
Santa Cruz da Baixa Verde, PE, 29º, 18º, 87% , 39% 
Santa Margarida, MG, 26º, 12º, 84% , 35% 
Santa Cruz do Capibaribe, PE, 28º, 18º, 94% , 55% 
Santa Cruz das Palmeiras, SP, 32º, 16º, 54% , 19% 
Santa Maria do Cambucá, PE, 27º, 18º, 95% , 59% 
Santa Cruz da Esperança, SP, 33º, 17º, 44% , 17% 
Santa Cruz Cabrália, BA, 27º, 21º, 84% , 58% 
Santa Cruz, RN, 30º, 20º, 90% , 48% 
Santa Cruz, PB, 34º, 22º, 75% , 31% 
Santa Clara D'Oeste, SP, 35º, 20º, 40% , 16% 
Santa Branca, SP, 31º, 15º, 50% , 26% 
Santa Cecília, SC, 31º, 15º, 52% , 22% 
Santa Cecília do Sul, RS, 28º, 15º, 68% , 45% 
Santa Bárbara do Sul, RS, 29º, 17º, 67% , 52% 
Santa Bárbara do Tugúrio, MG, 29º, 13º, 79% , 25% 
Santa Brígida, BA, 28º, 20º, 92% , 53% 
Santa Bárbara do Leste, MG, 29º, 12º, 81% , 32% 
Santa Bárbara de Goiás, GO, 33º, 19º, 40% , 16% 
Santa Bárbara d'Oeste, SP, 33º, 19º, 46% , 20% 
Santa Bárbara, BA, 27º, 19º, 94% , 64% 
Sananduva, RS, 29º, 15º, 65% , 39% 
Santa Adélia, SP, 34º, 18º, 42% , 16% 
Sangão, SC, 34º, 18º, 87% , 47% 
Santa Amélia, PR, 33º, 16º, 51% , 15% 
Sandovalina, SP, 35º, 20º, 38% , 16% 
Sanclerlândia, GO, 34º, 20º, 37% , 15% 
Sambaíba, MA, 36º, 23º, 56% , 27% 
Salvaterra, PA, 32º, 26º, 87% , 56% 
Salvador do Sul, RS, 28º, 18º, 75% , 48% 
Salvador das Missões, RS, 26º, 18º, 74% , 44% 
Salvador, BA, 27º, 22º, 87% , 68% 
Salto Veloso, SC, 31º, 16º, 51% , 22% 
Salto do Lontra, PR, 33º, 17º, 44% , 21% 
Salto do Céu, MT, 37º, 22º, 43% , 17% 
Saldanha Marinho, RS, 28º, 18º, 67% , 53% 
Sabará, MG, 29º, 13º, 88% , 28% 
Sabinópolis, MG, 26º, 10º, 92% , 31% 
Sagrada Família, RS, 31º, 18º, 56% , 37% 
Saboeiro, CE, 33º, 22º, 68% , 30% 
Ruy Barbosa, RN, 31º, 21º, 92% , 49% 
Sairé, PE, 25º, 18º, 97% , 73% 
Sagres, SP, 35º, 20º, 35% , 16% 
Sabáudia, PR, 33º, 20º, 41% , 21% 
Russas, CE, 35º, 23º, 82% , 36% 
Rubim, MG, 26º, 16º, 98% , 49% 
Rubiácea, SP, 35º, 19º, 37% , 16% 
Rubiataba, GO, 32º, 19º, 38% , 16% 
Roteiro, AL, 28º, 21º, 94% , 72% 
Rubinéia, SP, 35º, 20º, 41% , 17% 
Roseira, SP, 31º, 15º, 54% , 24% 
Rosário Oeste, MT, 39º, 21º, 39% , 13% 
Rosário do Ivaí, PR, 33º, 17º, 44% , 16% 
Rondonópolis, MT, 39º, 20º, 31% , 12% 
Rondolândia, MT, 37º, 23º, 85% , 32% 
Rorainópolis, RR, 36º, 23º, 88% , 40% 
Ronda Alta, RS, 30º, 17º, 59% , 42% 
Rosário, MA, 34º, 24º, 96% , 48% 
Roque Gonzales, RS, 30º, 18º, 76% , 45% 
Rosário do Catete, SE, 27º, 20º, 94% , 64% 
Rondon do Pará, PA, 35º, 22º, 77% , 29% 
Roncador, PR, 33º, 18º, 35% , 16% 
Rolim de Moura, RO, 38º, 22º, 77% , 25% 
Rolândia, PR, 33º, 16º, 43% , 16% 
Rolante, RS, 27º, 19º, 79% , 54% 
Rodrigues Alves, AC, 34º, 23º, 95% , 53% 
