Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Abadia de Goiás, GO, 34º, 20º, 38% , 15% 
Acaiaca, MG, 28º, 14º, 90% , 41% 
Açailândia, MA, 36º, 23º, 69% , 32% 
Acari, RN, 31º, 19º, 84% , 40% 
Abreulândia, TO, 37º, 25º, 39% , 22% 
Acajutiba, BA, 30º, 19º, 91% , 41% 
Acará, PA, 35º, 23º, 91% , 41% 
Abreu e Lima, PE, 26º, 22º, 92% , 73% 
Abelardo Luz, SC, 31º, 21º, 52% , 31% 
Abre Campo, MG, 28º, 16º, 94% , 40% 
Abel Figueiredo, PA, 37º, 25º, 64% , 27% 
Abaré, BA, 32º, 20º, 90% , 34% 
Abatiá, PR, 34º, 20º, 64% , 27% 
Abaíra, BA, 25º, 12º, 100% , 44% 
Abdon Batista, SC, 31º, 16º, 95% , 35% 
Bom Sucesso, PB, 31º, 18º, 95% , 36% 
Brochier, RS, 31º, 20º, 90% , 50% 
Caxambu do Sul, SC, 33º, 23º, 58% , 39% 
Ceará-Mirim, RN, 29º, 22º, 87% , 58% 
Caxias do Sul, RS, 31º, 20º, 72% , 37% 
Cavalcante, GO, 31º, 18º, 52% , 28% 
Caxias, MA, 38º, 24º, 78% , 25% 
Catuti, MG, 33º, 19º, 76% , 28% 
Caucaia, CE, 32º, 24º, 82% , 44% 
Caturité, PB, 30º, 18º, 96% , 42% 
Caturama, BA, 32º, 17º, 88% , 28% 
Caxingó, PI, 37º, 24º, 75% , 31% 
Chapada da Natividade, TO, 37º, 23º, 40% , 19% 
Catunda, CE, 34º, 22º, 80% , 32% 
Conceição da Aparecida, MG, 28º, 16º, 69% , 36% 
Colinas do Sul, GO, 35º, 20º, 43% , 22% 
Condor, RS, 31º, 21º, 68% , 44% 
Coronel João Sá, BA, 30º, 19º, 97% , 41% 
Diamantino, MT, 39º, 24º, 36% , 17% 
Frutuoso Gomes, RN, 34º, 21º, 79% , 29% 
Fundão, ES, 30º, 19º, 88% , 37% 
Funilândia, MG, 32º, 18º, 63% , 26% 
Gabriel Monteiro, SP, 36º, 21º, 50% , 16% 
Fronteiras, PI, 33º, 21º, 76% , 29% 
Frutal, MG, 37º, 22º, 36% , 15% 
Frei Paulo, SE, 28º, 19º, 95% , 49% 
Frei Rogério, SC, 32º, 17º, 77% , 30% 
Fronteira, MG, 36º, 20º, 58% , 17% 
Frei Inocêncio, MG, 33º, 20º, 86% , 32% 
Frei Miguelinho, PE, 28º, 18º, 96% , 49% 
Frei Gaspar, MG, 29º, 16º, 93% , 34% 
Guarujá do Sul, SC, 31º, 22º, 48% , 37% 
Guarantã do Norte, MT, 37º, 23º, 48% , 22% 
Guaporema, PR, 36º, 21º, 64% , 21% 
Itapiratins, TO, 39º, 22º, 49% , 20% 
Caturaí, GO, 34º, 19º, 38% , 16% 
Itapiranga, SC, 34º, 18º, 82% , 40% 
Itapitanga, BA, 27º, 19º, 96% , 60% 
Itapiranga, AM, 35º, 27º, 85% , 48% 
Itapetininga, SP, 35º, 18º, 64% , 17% 
Itapevi, SP, 33º, 17º, 77% , 21% 
Itapeva, MG, 30º, 16º, 64% , 28% 
Itapetinga, BA, 28º, 18º, 96% , 54% 
Itapema, SC, 33º, 17º, 100% , 49% 
Jardim do Mulato, PI, 36º, 25º, 53% , 25% 
Jardim de Angicos, RN, 31º, 21º, 85% , 44% 
Jardim Alegre, PR, 35º, 21º, 45% , 18% 
Muquém de São Francisco, BA, 32º, 19º, 78% , 27% 
Muniz Freire, ES, 28º, 17º, 91% , 42% 
Mundo Novo, BA, 25º, 16º, 100% , 61% 
Muniz Ferreira, BA, 26º, 20º, 98% , 68% 
Mundo Novo, GO, 37º, 22º, 42% , 18% 
Muliterno, RS, 29º, 19º, 65% , 52% 
Mundo Novo, MS, 38º, 23º, 38% , 17% 
Mulungu do Morro, BA, 26º, 17º, 89% , 45% 
Muitos Capões, RS, 29º, 19º, 75% , 45% 
Mucurici, ES, 31º, 17º, 94% , 41% 
Mucuri, BA, 27º, 20º, 85% , 62% 
Muçum, RS, 32º, 18º, 100% , 50% 
Ouvidor, GO, 32º, 17º, 46% , 20% 
Paço do Lumiar, MA, 31º, 26º, 85% , 63% 
Paraú, RN, 36º, 22º, 73% , 26% 
Parari, PB, 29º, 17º, 94% , 46% 
Paratinga, BA, 34º, 21º, 73% , 25% 
Pilar de Goiás, GO, 33º, 21º, 37% , 19% 
Pilar, PB, 30º, 21º, 90% , 49% 
Pilar do Sul, SP, 33º, 18º, 61% , 22% 
Pirapetinga, MG, 31º, 18º, 96% , 39% 
Pirapó, RS, 33º, 18º, 93% , 53% 
Piên, PR, 30º, 17º, 95% , 40% 
Pilar, AL, 28º, 20º, 96% , 57% 
Pilão Arcado, BA, 34º, 21º, 75% , 26% 
Piranhas, AL, 30º, 19º, 96% , 45% 
Riachão do Jacuípe, BA, 30º, 19º, 96% , 45% 
Riachão do Poço, PB, 30º, 21º, 90% , 49% 
Riachinho, TO, 38º, 25º, 45% , 22% 
Riachão do Dantas, SE, 27º, 19º, 95% , 58% 
Riachão do Bacamarte, PB, 28º, 19º, 95% , 50% 
Riachão das Neves, BA, 32º, 19º, 71% , 27% 
Santos Dumont, MG, 27º, 14º, 79% , 39% 
Santo Inácio do Piauí, PI, 36º, 23º, 68% , 27% 
Santos, SP, 31º, 20º, 78% , 55% 
Santo Hipólito, MG, 33º, 18º, 60% , 23% 
Santo Expedito do Sul, RS, 30º, 19º, 64% , 43% 
São Domingos, SE, 28º, 19º, 98% , 55% 
São Domingos, GO, 32º, 19º, 61% , 27% 
São Francisco de Assis, RS, 31º, 20º, 82% , 44% 
São Desidério, BA, 33º, 17º, 78% , 25% 
Saudade do Iguaçu, PR, 34º, 18º, 71% , 22% 
Satubinha, MA, 35º, 24º, 84% , 34% 
Tapira, PR, 37º, 21º, 55% , 19% 
Satuba, AL, 29º, 21º, 95% , 59% 
Sério, RS, 31º, 21º, 87% , 45% 
Taperoá, BA, 26º, 19º, 100% , 71% 
Tatuí, SP, 36º, 17º, 56% , 17% 
Tapes, RS, 25º, 17º, 98% , 77% 
Uruçuca, BA, 26º, 19º, 98% , 64% 
Valparaíso de Goiás, GO, 31º, 20º, 46% , 22% 
Valparaíso, SP, 36º, 22º, 43% , 17% 
Valinhos, SP, 34º, 19º, 50% , 18% 
Xavantina, SC, 33º, 20º, 56% , 26% 
Zé Doca, MA, 37º, 23º, 94% , 35% 
Piranguinho, MG, 31º, 15º, 72% , 27% 
Xaxim, SC, 32º, 21º, 56% , 35% 
Xique-Xique, BA, 33º, 21º, 79% , 25% 
Acarape, CE, 35º, 22º, 84% , 33% 
Xexéu, PE, 28º, 20º, 96% , 55% 
Zabelê, PB, 29º, 17º, 91% , 38% 
Xapuri, AC, 35º, 22º, 91% , 41% 
Xanxerê, SC, 31º, 20º, 56% , 34% 
Xambrê, PR, 36º, 23º, 47% , 19% 
Xangri-Lá, RS, 29º, 17º, 97% , 65% 
Westfália, RS, 32º, 19º, 93% , 55% 
Wenceslau Braz, MG, 28º, 15º, 67% , 31% 
Wenceslau Guimarães, BA, 25º, 18º, 99% , 70% 
Wenceslau Braz, PR, 33º, 19º, 56% , 24% 
Wanderley, BA, 32º, 19º, 75% , 26% 
Wall Ferraz, PI, 37º, 24º, 56% , 26% 
Vitorino Freire, MA, 36º, 24º, 85% , 32% 
Votorantim, SP, 35º, 20º, 58% , 18% 
Votuporanga, SP, 38º, 22º, 35% , 14% 
Volta Grande, MG, 32º, 18º, 89% , 36% 
Vitória do Xingu, PA, 35º, 25º, 90% , 47% 
Volta Redonda, RJ, 34º, 16º, 77% , 32% 
Vitória do Mearim, MA, 36º, 24º, 81% , 34% 
Vitória das Missões, RS, 31º, 18º, 89% , 52% 
Vitória da Conquista, BA, 24º, 14º, 100% , 53% 
Vitória de Santo Antão, PE, 27º, 20º, 94% , 65% 
Vitória do Jari, AP, 34º, 22º, 94% , 45% 
Vitória Brasil, SP, 36º, 22º, 41% , 13% 
Vitória, ES, 29º, 21º, 90% , 53% 
Vista Serrana, PB, 34º, 21º, 77% , 28% 
Vítor Meireles, SC, 32º, 17º, 100% , 44% 
Vista Alegre do Prata, RS, 30º, 21º, 68% , 48% 
Vista Gaúcha, RS, 33º, 19º, 70% , 46% 
Vista Alegre, RS, 31º, 20º, 65% , 49% 
Vista Alegre do Alto, SP, 34º, 20º, 40% , 19% 
Viseu, PA, 31º, 25º, 90% , 58% 
Virmond, PR, 33º, 18º, 65% , 28% 
Virgolândia, MG, 29º, 16º, 93% , 32% 
Virginópolis, MG, 28º, 15º, 98% , 38% 
Visconde De Mauá, RJ, 26º, 11º, 90% , 50% 
Virgem da Lapa, MG, 30º, 17º, 89% , 27% 
Vinhedo, SP, 34º, 19º, 50% , 18% 
Vilhena, RO, 36º, 24º, 61% , 29% 
Viradouro, SP, 36º, 20º, 46% , 15% 
Vila Velha, ES, 29º, 21º, 90% , 53% 
Vila Valério, ES, 30º, 19º, 97% , 49% 
Vila Rica, MT, 37º, 22º, 57% , 21% 
Vila Pavão, ES, 32º, 18º, 91% , 32% 
Vila Propício, GO, 33º, 20º, 36% , 21% 
Vila Nova dos Martírios, MA, 37º, 24º, 65% , 27% 
Vila Nova do Sul, RS, 28º, 19º, 98% , 71% 
Vila Maria, RS, 30º, 20º, 71% , 45% 
Vila Langaro, RS, 30º, 16º, 79% , 50% 
Vila Flores, RS, 31º, 20º, 76% , 45% 
Vila Flor, RN, 28º, 22º, 88% , 61% 
Vigia, PA, 35º, 24º, 92% , 44% 
Vila Boa, GO, 34º, 19º, 44% , 25% 
Vila Bela da Santíssima Trindade, MT, 36º, 24º, 55% , 28% 
Vieirópolis, PB, 33º, 21º, 76% , 30% 
Vieiras, MG, 28º, 16º, 93% , 44% 
Viçosa do Ceará, CE, 33º, 20º, 89% , 34% 
Viçosa, RN, 34º, 21º, 74% , 28% 
Videira, SC, 32º, 19º, 68% , 28% 
Vidal Ramos, SC, 29º, 16º, 100% , 56% 
Victor Graeff, RS, 31º, 19º, 72% , 48% 
