Abadiânia, GO, 30º, 15º, 55% , 20% 
Taipas do Tocantins, TO, 33º, 18º, 68% , 23% 
Tamboril, CE, 33º, 21º, 85% , 38% 
Tangará da Serra, MT, 37º, 21º, 44% , 18% 
Tanabi, SP, 34º, 16º, 48% , 18% 
Tamboara, PR, 35º, 20º, 40% , 19% 
Taipu, RN, 30º, 22º, 91% , 57% 
Tailândia, PA, 35º, 22º, 91% , 39% 
Tacaratu, PE, 29º, 20º, 92% , 48% 
Taió, SC, 27º, 14º, 76% , 34% 
Tabuleiro do Norte, CE, 36º, 23º, 85% , 34% 
Taiaçu, SP, 33º, 16º, 53% , 19% 
Taguatinga, TO, 32º, 17º, 66% , 21% 
Tacima, PB, 29º, 21º, 94% , 55% 
Tabaporã, MT, 38º, 19º, 64% , 20% 
Sumaré, SP, 32º, 12º, 75% , 20% 
Suzano, SP, 29º, 13º, 89% , 38% 
Tabatinga, SP, 34º, 18º, 45% , 17% 
Taboão da Serra, SP, 28º, 13º, 96% , 45% 
Sucupira do Norte, MA, 36º, 22º, 78% , 31% 
Sulina, PR, 34º, 17º, 46% , 22% 
Solonópole, CE, 36º, 23º, 91% , 31% 
Sossego, PB, 29º, 19º, 94% , 49% 
Sombrio, SC, 25º, 18º, 93% , 69% 
Sorriso, MT, 37º, 21º, 52% , 18% 
Soledade de Minas, MG, 30º, 13º, 73% , 24% 
Souto Soares, BA, 27º, 16º, 98% , 47% 
Socorro do Piauí, PI, 36º, 23º, 71% , 28% 
Sorocaba, SP, 31º, 13º, 87% , 25% 
Sobradinho, RS, 22º, 15º, 98% , 67% 
Sobradinho, DF, 28º, 15º, 56% , 23% 
Sobradinho, BA, 31º, 20º, 83% , 36% 
Sítio do Mato, BA, 32º, 18º, 79% , 28% 
Sítio do Quinto, BA, 28º, 19º, 98% , 55% 
Siqueira Campos, PR, 30º, 13º, 96% , 22% 
Sinimbu, RS, 23º, 14º, 98% , 70% 
Sigefredo Pacheco, PI, 35º, 22º, 72% , 32% 
Silveira Martins, RS, 22º, 15º, 99% , 78% 
Siderópolis, SC, 21º, 17º, 94% , 74% 
Sinop, MT, 37º, 21º, 53% , 21% 
Simplício Mendes, PI, 35º, 22º, 73% , 29% 
Silvianópolis, MG, 30º, 13º, 68% , 21% 
Silves, AM, 35º, 26º, 94% , 43% 
Severiano Melo, RN, 35º, 23º, 76% , 33% 
Sertãozinho, PB, 29º, 21º, 92% , 59% 
Sertãozinho, SP, 33º, 16º, 49% , 19% 
Sertão Santana, RS, 20º, 16º, 97% , 80% 
Setubinha, MG, 28º, 11º, 92% , 27% 
Sete Lagoas, MG, 30º, 14º, 73% , 25% 
Serrinha, BA, 29º, 18º, 100% , 52% 
Serrita, PE, 31º, 20º, 83% , 37% 
Serranópolis de Minas, MG, 29º, 14º, 90% , 31% 
Serrolândia, BA, 28º, 18º, 96% , 54% 
Serrania, MG, 30º, 14º, 56% , 24% 
Serra Preta, BA, 26º, 19º, 100% , 72% 
Serrana, SP, 33º, 16º, 47% , 17% 
Serra Negra, SP, 31º, 14º, 49% , 22% 
Serra, ES, 28º, 18º, 82% , 56% 
Serra Do Navio, AP, 34º, 23º, 95% , 48% 
Serra da Saudade, MG, 30º, 15º, 69% , 24% 
Serra do Mel, RN, 33º, 22º, 84% , 47% 
Serafina Corrêa, RS, 28º, 15º, 90% , 46% 
Senhor do Bonfim, BA, 28º, 18º, 94% , 50% 
Sapucaia do Sul, RS, 31º, 16º, 88% , 32% 
Sapiranga, RS, 21º, 14º, 96% , 76% 
Saúde, BA, 27º, 18º, 94% , 52% 
São Sebastião, SP, 24º, 16º, 95% , 65% 
São Sebastião do Paraíso, MG, 30º, 16º, 55% , 22% 
São Paulo, SP, 29º, 14º, 93% , 39% 
São Vicente, RN, 33º, 21º, 81% , 37% 
São Miguel do Gostoso, RN, 30º, 23º, 91% , 60% 
São Luís, MA, 32º, 25º, 92% , 59% 
São Mateus, ES, 30º, 17º, 94% , 43% 
São Lourenço, MG, 30º, 14º, 54% , 23% 
São José dos Pinhais, PR, 25º, 12º, 100% , 41% 
São Miguel do Guamá, PA, 35º, 23º, 95% , 38% 
São José dos Campos, SP, 30º, 13º, 88% , 28% 
São José dos Basílios, MA, 35º, 21º, 77% , 35% 
São José do Rio Preto, SP, 34º, 17º, 44% , 17% 
São José do Rio Pardo, SP, 30º, 16º, 50% , 22% 
São José dos Ausentes, RS, 24º, 11º, 96% , 37% 
São José do Ouro, RS, 28º, 14º, 89% , 36% 
São José do Piauí, PI, 34º, 22º, 74% , 31% 
São Jorge, RS, 27º, 17º, 83% , 53% 
São João do Triunfo, PR, 32º, 14º, 65% , 26% 
São João Evangelista, MG, 29º, 14º, 75% , 35% 
São João Nepomuceno, MG, 31º, 15º, 83% , 24% 
São João do Pau d'Alho, SP, 36º, 20º, 36% , 16% 
São João do Piauí, PI, 35º, 22º, 74% , 29% 
São João do Rio do Peixe, PB, 34º, 22º, 78% , 33% 
São João do Pacuí, MG, 30º, 15º, 85% , 23% 
São João do Manhuaçu, MG, 30º, 14º, 71% , 26% 
São João Del Rei, MG, 30º, 13º, 82% , 22% 
São João do Manteninha, MG, 30º, 15º, 97% , 34% 
São João do Oriente, MG, 30º, 16º, 78% , 33% 
São João do Araguaia, PA, 37º, 23º, 81% , 23% 
São João do Carú, MA, 34º, 21º, 100% , 42% 
São João do Cariri, PB, 30º, 19º, 93% , 45% 
São João do Sabugi, RN, 34º, 22º, 76% , 33% 
São João da Varjota, PI, 35º, 23º, 66% , 30% 
São João da Fronteira, PI, 36º, 23º, 73% , 32% 
São João da Lagoa, MG, 30º, 14º, 89% , 21% 
São João da Ponte, MG, 28º, 14º, 88% , 30% 
São João da Paraúna, GO, 33º, 18º, 45% , 16% 
São João da Urtiga, RS, 30º, 18º, 65% , 33% 
São João da Mata, MG, 29º, 14º, 65% , 22% 
São João da Canabrava, PI, 34º, 22º, 75% , 31% 
São João Batista, MA, 34º, 24º, 96% , 49% 
São João da Boa Vista, SP, 30º, 15º, 45% , 23% 
São João Batista do Glória, MG, 31º, 16º, 55% , 20% 
São João da Baliza, RR, 35º, 23º, 82% , 42% 
São João Batista, SC, 22º, 16º, 100% , 79% 
São João D'Aliança, GO, 27º, 14º, 63% , 29% 
São João, PE, 24º, 17º, 98% , 67% 
São Jerônimo, RS, 22º, 17º, 88% , 68% 
São Gonçalo dos Campos, BA, 26º, 19º, 100% , 72% 
São João, PR, 34º, 17º, 47% , 23% 
São Jerônimo da Serra, PR, 29º, 14º, 78% , 24% 
São Gonçalo do Rio Preto, MG, 30º, 11º, 89% , 22% 
São Gotardo, MG, 29º, 15º, 67% , 23% 
São Gonçalo do Rio Abaixo, MG, 30º, 12º, 87% , 30% 
São Gonçalo do Sapucaí, MG, 30º, 13º, 71% , 23% 
São Gonçalo do Piauí, PI, 36º, 23º, 60% , 30% 
São Gonçalo, RJ, 28º, 17º, 97% , 60% 
São Gonçalo do Gurguéia, PI, 32º, 19º, 75% , 30% 
São Gonçalo do Amarante, CE, 33º, 24º, 88% , 50% 
São Gonçalo do Pará, MG, 30º, 15º, 77% , 26% 
São Gonçalo do Abaeté, MG, 30º, 15º, 72% , 23% 
São Gonçalo do Amarante, RN, 29º, 22º, 93% , 62% 
São Geraldo do Baixio, MG, 30º, 15º, 91% , 32% 
São Geraldo, MG, 31º, 14º, 78% , 28% 
São Gabriel da Cachoeira, AM, 33º, 25º, 85% , 48% 
São Gabriel, BA, 30º, 17º, 89% , 35% 
São Geraldo do Araguaia, PA, 37º, 23º, 60% , 25% 
São Gabriel, RS, 24º, 15º, 93% , 61% 
São Gabriel da Palha, ES, 30º, 16º, 96% , 34% 
São Gabriel do Oeste, MS, 35º, 21º, 35% , 16% 
São Geraldo da Piedade, MG, 29º, 14º, 83% , 33% 
São Francisco do Piauí, PI, 36º, 23º, 68% , 29% 
São Francisco do Glória, MG, 30º, 14º, 73% , 25% 
São Francisco do Guaporé, RO, 38º, 23º, 75% , 31% 
São Francisco do Maranhão, MA, 36º, 24º, 57% , 32% 
São Francisco do Oeste, RN, 35º, 23º, 73% , 31% 
São Francisco do Pará, PA, 35º, 24º, 96% , 45% 
São Francisco do Sul, SC, 25º, 17º, 88% , 67% 
São Francisco do Conde, BA, 27º, 20º, 98% , 69% 
São Francisco do Brejão, MA, 35º, 22º, 80% , 37% 
São Francisco de Paula, MG, 30º, 15º, 64% , 24% 
São Francisco de Sales, MG, 35º, 18º, 47% , 16% 
São Francisco de Goiás, GO, 32º, 16º, 51% , 17% 
São Francisco de Paula, RS, 20º, 14º, 97% , 70% 
São Francisco de Itabapoana, RJ, 32º, 18º, 95% , 48% 
São Fernando, RN, 35º, 22º, 78% , 33% 
São Francisco de Assis do Piauí, PI, 34º, 21º, 77% , 30% 
São Francisco, PB, 34º, 22º, 76% , 33% 
São Francisco, MG, 31º, 15º, 85% , 25% 
São Francisco de Assis, RS, 21º, 15º, 97% , 79% 
São Francisco, SE, 28º, 20º, 94% , 63% 
São Francisco, SP, 35º, 17º, 42% , 16% 
São Fidélis, RJ, 30º, 17º, 94% , 38% 
São Félix do Coribe, BA, 30º, 18º, 79% , 30% 
São Félix, BA, 26º, 19º, 100% , 70% 
São Félix do Xingu, PA, 35º, 22º, 83% , 31% 
São Félix do Araguaia, MT, 37º, 19º, 47% , 18% 
São Félix do Piauí, PI, 37º, 24º, 58% , 29% 
São Félix de Balsas, MA, 36º, 22º, 59% , 29% 
São Félix de Minas, MG, 31º, 15º, 96% , 32% 
São Félix do Tocantins, TO, 35º, 20º, 64% , 25% 
São Domingos do Prata, MG, 29º, 14º, 75% , 31% 
São Domingos do Cariri, PB, 30º, 19º, 94% , 47% 
São Domingos do Capim, PA, 35º, 23º, 95% , 39% 
São Domingos do Sul, RS, 26º, 16º, 94% , 66% 
São Felipe, BA, 27º, 18º, 100% , 60% 
São Domingos do Norte, ES, 31º, 16º, 97% , 35% 
São Domingos do Maranhão, MA, 35º, 21º, 62% , 34% 
São Domingos do Araguaia, PA, 37º, 22º, 75% , 25% 
São Domingos do Azeitão, MA, 35º, 22º, 57% , 30% 
São Felipe D'Oeste, RO, 39º, 21º, 75% , 23% 
São Domingos, GO, 30º, 17º, 75% , 25% 
São Domingos das Dores, MG, 28º, 13º, 81% , 35% 
São Domingos de Pombal, PB, 35º, 22º, 75% , 32% 
São Domingos, SC, 29º, 17º, 48% , 24% 
São Domingos, SE, 28º, 19º, 96% , 56% 
São Desidério, BA, 31º, 15º, 81% , 24% 
São Domingos, BA, 28º, 19º, 98% , 57% 
São Cristóvão do Sul, SC, 28º, 16º, 65% , 33% 
São Carlos - SP, SP, 30º, 15º, 51% , 21% 
São Carlos - SC, SC, 32º, 18º, 55% , 25% 
São Carlos do Ivaí, PR, 36º, 20º, 43% , 19% 
São Caetano do Sul, SP, 28º, 14º, 94% , 45% 
São Caetano de Odivelas, PA, 34º, 24º, 96% , 49% 
São Borja, RS, 28º, 18º, 88% , 58% 
São Brás do Suaçuí, MG, 30º, 12º, 88% , 25% 
São Braz do Piauí, PI, 32º, 19º, 78% , 34% 
São Brás, AL, 29º, 20º, 95% , 60% 
São Caetano, PE, 26º, 18º, 96% , 60% 
São Bonifácio, SC, 22º, 16º, 85% , 49% 
São Bernardo do Campo, SP, 28º, 14º, 94% , 52% 
São Bento do Una, PE, 27º, 18º, 96% , 57% 
São Bento do Trairi, RN, 31º, 20º, 90% , 48% 
São Bento do Tocantins, TO, 36º, 21º, 59% , 25% 
São Bento do Sul, SC, 24º, 13º, 100% , 55% 
São Bernardino, SC, 33º, 18º, 45% , 22% 
São Bernardo, MA, 35º, 23º, 92% , 40% 
São Bento do Sapucaí, SP, 27º, 12º, 58% , 28% 
São Benedito do Rio Preto, MA, 34º, 23º, 98% , 42% 
São Bento de Pombal, PB, 35º, 22º, 77% , 33% 
São Bento, PB, 35º, 23º, 76% , 32% 
São Bento, MA, 32º, 24º, 97% , 56% 
São Benedito do Sul, PE, 25º, 17º, 100% , 69% 
São Bento Abade, MG, 30º, 14º, 76% , 26% 
São Bento do Norte, RN, 31º, 23º, 90% , 59% 
São Benedito, CE, 32º, 20º, 87% , 40% 
Santos, SP, 27º, 17º, 96% , 62% 
Santópolis do Aguapeí, SP, 34º, 17º, 68% , 16% 
Santo Inácio, PR, 34º, 17º, 77% , 17% 
Santo Inácio do Piauí, PI, 36º, 23º, 72% , 29% 
Santo Expedito do Sul, RS, 29º, 18º, 65% , 35% 
Santos Dumont, MG, 31º, 14º, 79% , 21% 
Santo Hipólito, MG, 31º, 15º, 79% , 23% 
Santo Estevão, BA, 29º, 19º, 100% , 56% 
Santo Augusto, RS, 28º, 18º, 78% , 54% 
Santo Cristo, RS, 26º, 18º, 91% , 62% 
Santo Antônio dos Lopes, MA, 35º, 21º, 82% , 35% 
Santo Antônio dos Milagres, PI, 36º, 23º, 60% , 30% 
Santo Antônio do Sudoeste, PR, 31º, 18º, 54% , 27% 
Santo Expedito, SP, 35º, 19º, 36% , 15% 
Santo Antônio do Tauá, PA, 34º, 23º, 96% , 41% 
Santo Antônio do Monte, MG, 29º, 15º, 78% , 26% 
Santo Antônio do Retiro, MG, 26º, 13º, 97% , 40% 
Santo Antônio do Rio Abaixo, MG, 30º, 11º, 85% , 27% 
Santo Antônio do Planalto, RS, 26º, 17º, 91% , 68% 
Santo Antônio do Pinhal, SP, 27º, 12º, 63% , 30% 
Santo Antônio do Paraíso, PR, 32º, 16º, 44% , 21% 
Santo Antônio do Palma, RS, 26º, 16º, 92% , 66% 
Santo Antônio do Jardim, SP, 30º, 16º, 46% , 23% 
Santo Antônio do Leverger, MT, 40º, 21º, 32% , 10% 
Santo Antônio do Descoberto, GO, 29º, 14º, 59% , 21% 
Santo Antônio do Itambé, MG, 29º, 11º, 89% , 26% 
Santo Antônio do Leste, MT, 37º, 20º, 33% , 13% 
Santo Antônio do Içá, AM, 31º, 22º, 93% , 61% 
Santo Antônio do Jacinto, MG, 27º, 15º, 99% , 51% 
Santo Antônio do Grama, MG, 30º, 15º, 76% , 33% 
Santo Antônio do Caiuá, PR, 35º, 19º, 41% , 18% 
Santo Antônio do Aventureiro, MG, 32º, 16º, 73% , 24% 
Santo Antônio de Lisboa, PI, 32º, 21º,26%,
Santo Antônio de Posse, SP, 32º, 17º, 51% , 19% 
Santo Antônio do Amparo, MG, 30º, 14º, 84% , 24% 
Santo Antônio do Aracanguá, SP, 34º, 18º, 40% , 18% 
Santo Antônio de Pádua, RJ, 31º, 16º, 85% , 28% 
Santo Antônio de Jesus, BA, 28º, 18º, 99% , 58% 
Santo Antônio de Goiás, GO, 30º, 16º, 51% , 18% 
Santo Antônio das Missões, RS, 22º, 17º, 99% , 72% 
Santo Antônio da Platina, PR, 31º, 13º, 93% , 20% 
Santo Antônio da Patrulha, RS, 29º, 15º, 90% , 42% 
Santo Antônio da Alegria, SP, 30º, 16º, 55% , 21% 
Santo Antônio, RN, 30º, 22º, 92% , 55% 
Santo Antônio da Barra, GO, 33º, 18º, 44% , 16% 
Santo Ângelo, RS, 29º, 18º, 84% , 39% 
Santo André, SP, 27º, 14º, 93% , 52% 
Santo Amaro das Brotas, SE, 28º, 21º, 92% , 63% 
Santo André, PB, 30º, 19º, 93% , 45% 
Santo Amaro, BA, 27º, 19º, 100% , 71% 
Santo Amaro do Maranhão, MA, 31º, 26º, 89% , 60% 
Santo Amaro da Imperatriz, SC, 22º, 16º, 100% , 76% 
Santo Anastácio, SP, 35º, 18º, 57% , 16% 
Santiago, RS, 21º, 15º, 98% , 74% 
Santiago do Sul, SC, 32º, 17º, 46% , 23% 
Santana dos Montes, MG, 30º, 13º, 85% , 24% 
Santarém Novo, PA, 33º, 24º, 96% , 58% 
Santarém, PB, 33º, 21º, 78% , 34% 
Santana dos Garrotes, PB, 33º, 21º, 78% , 34% 
Santo Afonso, MT, 37º, 22º, 39% , 16% 
Santarém, PA, 32º, 25º, 90% , 51% 
Santana do Mundaú, AL, 26º, 18º, 100% , 68% 
Santana do Seridó, RN, 31º, 20º, 87% , 41% 
Santana do São Francisco, SE, 28º, 21º, 92% , 65% 
Santana do Matos, RN, 33º, 22º, 78% , 39% 
Santana do Piauí, PI, 34º, 21º, 74% , 31% 
Santana do Paraíso, MG, 30º, 15º, 80% , 34% 
Santana do Riacho, MG, 29º, 13º, 81% , 25% 
Santana do Manhuaçu, MG, 30º, 13º, 84% , 31% 
Santana do Deserto, MG, 31º, 14º, 91% , 25% 
Santana do Itararé, PR, 33º, 18º, 44% , 20% 
Santana do Garambéu, MG, 29º, 13º, 78% , 23% 
Santana do Livramento, RS, 19º, 13º, 100% , 87% 
Santana do Ipanema, AL, 28º, 19º, 98% , 53% 
Santana do Maranhão, MA, 35º, 23º, 92% , 44% 
Santana do Jacaré, MG, 30º, 14º, 82% , 25% 
Santana de Parnaíba, SP, 29º, 12º, 93% , 36% 
Santana do Araguaia, PA, 37º, 20º, 48% , 24% 
Santana de Pirapama, MG, 32º, 15º, 80% , 22% 
Santana da Vargem, MG, 30º, 14º, 76% , 23% 
Santana do Cariri, CE, 32º, 19º, 86% , 34% 
Santana de Mangueira, PB, 32º, 20º, 83% , 36% 
Santana do Acaraú, CE, 35º, 22º, 93% , 37% 
Santana de Cataguases, MG, 34º, 16º, 76% , 23% 
Santana da Ponte Pensa, SP, 35º, 19º, 42% , 17% 
Santaluz, BA, 28º, 19º, 98% , 56% 
Santana, BA, 29º, 17º, 79% , 30% 
Santana da Boa Vista, RS, 25º, 13º, 100% , 72% 
Santa Vitória do Palmar, RS, 18º, 14º, 89% , 80% 
Santana, AP, 34º, 25º, 93% , 53% 
Santa Vitória, MG, 33º, 18º, 46% , 18% 
Santa Terezinha do Tocantins, TO, 36º, 22º, 57% , 26% 
Santa Terezinha, SC, 28º, 15º, 78% , 31% 
Santa Terezinha do Progresso, SC, 33º, 18º, 45% , 23% 
Santa Tereza do Tocantins, TO, 36º, 20º, 53% , 21% 
Santa Terezinha, PE, 27º, 19º, 100% , 64% 
Santa Tereza do Oeste, PR, 32º, 21º, 47% , 23% 
Santa Terezinha, MT, 37º, 20º, 50% , 22% 
Santa Terezinha de Goiás, GO, 35º, 19º, 45% , 17% 
Santa Tereza de Goiás, GO, 33º, 18º, 53% , 19% 
Santa Tereza, RS, 22º, 14º, 98% , 70% 
Santa Teresinha, PB, 34º, 21º, 78% , 34% 
Santa Teresinha, BA, 26º, 18º, 98% , 67% 
Santa Salete, SP, 35º, 19º, 42% , 17% 
Santa Teresa, ES, 29º, 14º, 86% , 38% 
Santa Rosa de Viterbo, SP, 32º, 17º, 50% , 18% 
Santa Rosa de Lima, SE, 28º, 19º, 97% , 59% 
Santa Rosa de Lima, SC, 21º, 14º, 99% , 56% 
Santa Rosa do Piauí, PI, 35º, 23º, 67% , 31% 
Santa Rosa de Goiás, GO, 31º, 17º, 50% , 16% 
Santa Rosa do Purus, AC, 35º, 22º, 93% , 43% 
Santa Rosa do Tocantins, TO, 35º, 21º, 54% , 22% 
Santa Rosa do Sul, SC, 19º, 16º, 96% , 83% 
Santa Rosa da Serra, MG, 30º, 15º, 64% , 23% 
Santa Rita do Tocantins, TO, 35º, 20º, 46% , 21% 
Santa Rosa, RS, 31º, 19º, 73% , 36% 
Santa Rita do Trivelato, MT, 37º, 20º, 41% , 14% 
Santa Rita do Sapucaí, MG, 30º, 14º, 54% , 23% 
Santa Rita do Araguaia, GO, 35º, 18º, 36% , 15% 
Santa Rita de Minas, MG, 29º, 14º, 76% , 30% 
Santa Rita do Itueto, MG, 31º, 15º, 84% , 32% 
Santa Rita do Pardo, MS, 37º, 23º, 42% , 18% 
Santa Rita do Ibitipoca, MG, 29º, 13º, 79% , 23% 
Santa Rita do Passa Quatro, SP, 31º, 14º, 57% , 21% 
Santa Rita do Novo Destino, GO, 31º, 17º, 51% , 20% 
Santa Rita D'Oeste, SP, 35º, 19º, 41% , 17% 
Santa Rita, PB, 28º, 22º, 94% , 67% 
Santa Rita de Cássia, BA, 32º, 17º, 88% , 30% 
Santa Rita, MA, 35º, 23º, 96% , 44% 
Santa Quitéria do Maranhão, MA, 35º, 23º, 93% , 38% 
Santa Rita de Caldas, MG, 28º, 15º, 60% , 23% 
Santa Rita de Jacutinga, MG, 28º, 13º, 77% , 29% 
Santa Mônica, PR, 35º, 18º, 60% , 17% 
Santa Mercedes, SP, 36º, 20º, 37% , 16% 
Santa Maria Madalena, RJ, 29º, 15º, 78% , 40% 
Santa Mariana, PR, 33º, 18º, 44% , 18% 
Santa Maria do Suaçuí, MG, 30º, 13º, 84% , 29% 
Santa Maria do Tocantins, TO, 36º, 20º, 63% , 20% 
Santa Maria do Salto, MG, 29º, 17º, 96% , 48% 
Santa Maria do Pará, PA, 35º, 23º, 94% , 38% 
Santa Maria do Oeste, PR, 36º, 21º, 41% , 18% 
Santa Maria da Vitória, BA, 33º, 18º, 78% , 28% 
Santa Maria do Cambucá, PE, 28º, 19º, 95% , 57% 
Santa Maria de Jetibá, ES, 28º, 13º, 89% , 38% 
Santa Maria do Herval, RS, 21º, 15º, 96% , 75% 
Santa Maria da Serra, SP, 32º, 14º, 91% , 20% 
Santa Maria das Barreiras, PA, 36º, 22º, 48% , 24% 
Santa Maria de Itabira, MG, 30º, 13º, 84% , 30% 
Santa Maria da Boa Vista, PE, 32º, 20º, 82% , 36% 
Santa Maria, RS, 28º, 15º, 91% , 55% 
Santa Luzia do Oeste, RO, 38º, 22º, 74% , 26% 
Santa Luzia do Pará, PA, 33º, 22º, 96% , 47% 
Santa Luzia do Paruá, MA, 35º, 23º, 97% , 43% 
Santa Maria, RN, 31º, 22º, 91% , 54% 
Santa Maria, DF, 28º, 15º, 55% , 23% 
Santa Margarida do Sul, RS, 20º, 16º, 91% , 74% 
Santa Margarida, MG, 29º, 12º, 78% , 30% 
Santa Luzia, PB, 32º, 21º, 82% , 41% 
Santa Inês, PR, 36º, 19º, 40% , 16% 
Santa Luzia, MA, 34º, 21º, 98% , 46% 
Santa Inês, BA, 25º, 17º, 98% , 64% 
Santa Luzia do Norte, AL, 28º, 21º, 94% , 64% 
Santa Helena de Minas, MG, 30º, 14º, 100% , 38% 
Santa Luzia, MG, 30º, 13º, 88% , 27% 
Santa Luzia do Itanhy, SE, 28º, 21º, 89% , 63% 
Santa Filomena do Maranhão, MA, 35º, 22º, 62% , 34% 
Santa Filomena, PI, 35º, 19º, 66% , 27% 
Santa Helena de Goiás, GO, 33º, 18º, 46% , 17% 
Santa Helena, PB, 34º, 22º, 78% , 32% 
Santa Gertrudes, SP, 31º, 14º, 77% , 20% 
Santa Helena, MA, 33º, 24º, 97% , 53% 
Santa Helena, PR, 34º, 23º, 44% , 22% 
Santa Helena, SC, 33º, 18º, 61% , 31% 
Santa Filomena, PE, 31º, 19º, 84% , 37% 
Santa Fé do Araguaia, TO, 36º, 24º, 46% , 25% 
Santa Cruz do Sul, RS, 30º, 15º, 92% , 37% 
Santa Fé, PR, 34º, 21º, 38% , 19% 
Santa Efigênia de Minas, MG, 29º, 13º, 84% , 33% 
Santa Cruz do Xingu, MT, 36º, 22º, 53% , 24% 
Santa Fé de Minas, MG, 32º, 15º, 78% , 23% 
Santa Cruz do Rio Pardo, SP, 32º, 15º, 80% , 19% 
Santa Cruz das Palmeiras, SP, 31º, 15º, 54% , 19% 
Santa Cruz do Escalvado, MG, 31º, 15º, 78% , 32% 
Santa Cruz de Salinas, MG, 29º, 13º, 89% , 27% 
Santa Cruz do Capibaribe, PE, 29º, 19º, 92% , 51% 
Santa Cruz da Esperança, SP, 32º, 15º, 54% , 20% 
Santa Cruz do Piauí, PI, 35º, 23º, 72% , 29% 
Santa Cruz da Baixa Verde, PE, 30º, 19º, 88% , 41% 
Santa Cruz Cabrália, BA, 27º, 21º, 94% , 60% 
Santa Cruz, RN, 31º, 21º, 90% , 48% 
Santa Cruz, PB, 34º, 22º, 76% , 33% 
Santa Clara D'Oeste, SP, 35º, 19º, 41% , 17% 
Santa Cecília do Sul, RS, 28º, 18º, 80% , 47% 
Santa Cecília, SC, 28º, 15º, 66% , 31% 
Santa Bárbara do Sul, RS, 29º, 18º, 86% , 48% 
Santa Bárbara do Leste, MG, 30º, 15º, 76% , 30% 
Santa Brígida, BA, 31º, 20º, 97% , 46% 
Santa Bárbara d'Oeste, SP, 32º, 12º, 80% , 20% 
Santa Branca, SP, 31º, 15º, 57% , 32% 
Santa Bárbara do Tugúrio, MG, 30º, 13º, 83% , 23% 
Santa Bárbara de Goiás, GO, 32º, 18º, 46% , 16% 
Santa Bárbara, BA, 26º, 18º, 100% , 70% 
Sananduva, RS, 28º, 14º, 89% , 41% 
Santa Amélia, PR, 32º, 13º, 93% , 19% 
Santa Adélia, SP, 33º, 17º, 45% , 18% 
Sandovalina, SP, 35º, 20º, 38% , 16% 
Sangão, SC, 20º, 17º, 93% , 82% 
Sambaíba, MA, 36º, 22º, 57% , 27% 
Sanclerlândia, GO, 33º, 19º, 45% , 15% 
Salvaterra, PA, 33º, 25º, 95% , 58% 
Salto Veloso, SC, 32º, 17º, 51% , 29% 
Salto de Pirapora, SP, 30º, 13º, 86% , 29% 
Salvador das Missões, RS, 24º, 17º, 96% , 68% 
Salto do Lontra, PR, 31º, 19º, 54% , 26% 
Salvador do Sul, RS, 20º, 13º, 98% , 76% 
Salto do Céu, MT, 37º, 22º, 50% , 16% 
Salvador, BA, 27º, 22º, 81% , 69% 
Salto da Divisa, MG, 29º, 17º, 97% , 53% 
Saltinho, SP, 32º, 14º, 85% , 20% 
Saltinho, SC, 29º, 19º, 54% , 26% 
Salmourão, SP, 35º, 19º, 36% , 16% 
Salitre, CE, 32º, 20º, 82% , 34% 
Salinópolis, PA, 31º, 26º, 90% , 69% 
Salgueiro, PE, 31º, 20º, 84% , 38% 
Salgado Filho, PR, 33º, 18º, 45% , 23% 
Salgado de São Félix, PB, 29º, 20º, 93% , 56% 
Salgado, SE, 29º, 19º, 99% , 54% 
Sagrada Família, RS, 30º, 19º, 69% , 35% 
Sairé, PE, 25º, 18º, 99% , 68% 
Sagres, SP, 35º, 19º, 37% , 15% 
Saldanha Marinho, RS, 27º, 18º, 89% , 60% 
Salesópolis, SP, 27º, 12º, 88% , 41% 
Salete, SC, 27º, 14º, 78% , 33% 
Salgadinho, PB, 30º, 19º, 91% , 43% 
Salgadinho, PE, 28º, 19º, 96% , 58% 
Russas, CE, 36º, 23º, 83% , 37% 
Ruy Barbosa, RN, 31º, 21º, 91% , 50% 
Sabáudia, PR, 33º, 19º, 41% , 21% 
Saboeiro, CE, 34º, 23º, 73% , 32% 
Sabará, MG, 29º, 14º, 75% , 30% 
Sabinópolis, MG, 29º, 11º, 89% , 26% 
Roseira, SP, 31º, 15º, 54% , 24% 
Rosário do Ivaí, PR, 34º, 18º, 44% , 20% 
Roteiro, AL, 28º, 21º, 94% , 65% 
Rosário Oeste, MT, 38º, 20º, 37% , 15% 
Rubiácea, SP, 34º, 18º, 37% , 17% 
Rubiataba, GO, 32º, 18º, 47% , 18% 
Rubinéia, SP, 34º, 19º, 41% , 18% 
Rubim, MG, 28º, 16º, 96% , 47% 
Rondolândia, MT, 37º, 21º, 73% , 29% 
Roque Gonzales, RS, 24º, 18º, 96% , 69% 
Rondonópolis, MT, 38º, 20º, 34% , 13% 
Rosário do Catete, SE, 28º, 21º, 93% , 64% 
Rorainópolis, RR, 36º, 23º, 85% , 46% 
Rondon do Pará, PA, 36º, 22º, 69% , 25% 
Rosário, MA, 34º, 24º, 94% , 49% 
Roncador, PR, 35º, 19º, 38% , 18% 
Rolim de Moura, RO, 37º, 24º, 69% , 25% 
Rolante, RS, 21º, 15º, 94% , 77% 
Rodrigues Alves, AC, 35º, 23º, 96% , 47% 
Rolândia, PR, 33º, 19º, 44% , 22% 
