Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Abadia de Goiás, GO, 37º, 25º, 72% , 30% 
Água Clara, MS, 40º, 19º, 57% , 12% 
Água Doce, SC, 25º, 14º, 84% , 56% 
Água Fria, BA, 32º, 20º, 94% , 42% 
Água Branca, AL, 33º, 18º, 98% , 36% 
Água Doce do Maranhão, MA, 32º, 25º, 84% , 56% 
Água Doce do Norte, ES, 32º, 17º, 95% , 40% 
Água Comprida, MG, 41º, 25º, 51% , 17% 
Água Branca, PB, 32º, 17º, 88% , 29% 
Água Branca, PI, 37º, 24º, 80% , 28% 
Agrestina, PE, 30º, 19º, 98% , 48% 
Água Azul do Norte, PA, 35º, 23º, 99% , 45% 
Agronômica, SC, 23º, 14º, 98% , 62% 
Bacabeira, MA, 36º, 25º, 90% , 42% 
Água Boa, MT, 39º, 27º, 65% , 32% 
Água Boa, MG, 32º, 19º, 69% , 34% 
Agrolândia, SC, 23º, 13º, 98% , 63% 
Buriti Bravo, MA, 38º, 24º, 81% , 25% 
Cesário Lange, SP, 38º, 14º, 87% , 18% 
Cezarina, GO, 38º, 24º, 38% , 18% 
Chã de Alegria, PE, 29º, 20º, 92% , 56% 
Céu Azul, PR, 35º, 23º, 64% , 33% 
Chã Grande, PE, 28º, 18º, 94% , 59% 
Cerro Grande do Sul, RS, 21º, 15º, 99% , 76% 
Cerro Negro, SC, 23º, 13º, 99% , 65% 
Cerro Grande, RS, 26º, 17º, 88% , 63% 
Cerro Largo, RS, 24º, 19º, 87% , 73% 
Cerquilho, SP, 35º, 15º, 89% , 37% 
Cerro Corá, RN, 32º, 19º, 95% , 39% 
Cerrito, RS, 22º, 13º, 100% , 62% 
Cerro Branco, RS, 19º, 16º, 97% , 82% 
Corumbá de Goiás, GO, 34º, 21º, 87% , 35% 
Cerro Azul, PR, 29º, 13º, 100% , 58% 
Curralinhos, PI, 37º, 24º, 84% , 29% 
Damolândia, GO, 37º, 25º, 52% , 25% 
Frei Miguelinho, PE, 31º, 17º, 100% , 39% 
Fronteira, MG, 41º, 23º, 49% , 12% 
Frei Rogério, SC, 25º, 14º, 93% , 55% 
Frei Martinho, PB, 33º, 19º, 85% , 34% 
Frei Paulo, SE, 32º, 19º, 98% , 44% 
Frei Lagonegro, MG, 30º, 17º, 87% , 43% 
Frei Inocêncio, MG, 33º, 20º, 75% , 36% 
Frei Gaspar, MG, 30º, 18º, 87% , 41% 
Frederico Westphalen, RS, 25º, 18º, 95% , 72% 
Franciscópolis, MG, 29º, 21º, 85% , 49% 
Francisco Sá, MG, 36º, 20º, 76% , 26% 
Frecheirinha, CE, 36º, 22º, 86% , 33% 
Franco da Rocha, SP, 35º, 13º, 99% , 22% 
Gaúcha do Norte, MT, 37º, 24º, 86% , 41% 
Guaraci, SP, 40º, 23º, 49% , 12% 
Jaboatão dos Guararapes, PE, 29º, 22º, 94% , 63% 
Francisco Santos, PI, 38º, 24º, 67% , 23% 
Jericó, PB, 36º, 22º, 72% , 27% 
Jeremoabo, BA, 33º, 18º, 97% , 34% 
Monte Alegre de Sergipe, SE, 34º, 21º, 95% , 36% 
Monte Alegre do Piauí, PI, 39º, 24º, 63% , 21% 
Monte Alegre, PA, 33º, 25º, 90% , 51% 
Montauri, RS, 18º, 14º, 98% , 86% 
Monte Alegre de Goiás, GO, 37º, 27º, 52% , 30% 
Monte Alegre, RN, 31º, 22º, 95% , 49% 
Montanha, ES, 34º, 19º, 91% , 37% 
Monsenhor Tabosa, CE, 32º, 20º, 92% , 36% 
Mondaí, SC, 27º, 17º, 95% , 64% 
Mongaguá, SP, 22º, 18º, 90% , 80% 
Monsenhor Hipólito, PI, 37º, 24º, 68% , 24% 
Monsenhor Paulo, MG, 30º, 14º, 94% , 38% 
Nobres, MT, 38º, 26º, 73% , 33% 
Montadas, PB, 27º, 17º, 98% , 55% 
Nova Colinas, MA, 34º, 23º, 86% , 39% 
Nova Canãa do Norte, MT, 34º, 24º, 99% , 57% 
Nossa Senhora dos Remédios, PI, 38º, 24º, 84% , 32% 
Niterói, RJ, 27º, 17º, 87% , 59% 
Nossa Senhora do Socorro, SE, 29º, 23º, 94% , 62% 
Patrocínio do Muriaé, MG, 29º, 15º, 89% , 42% 
Paty do Alferes, RJ, 30º, 15º, 88% , 48% 
Patrocínio Paulista, SP, 36º, 20º, 59% , 19% 
Patu, RN, 36º, 22º, 75% , 29% 
Pau D'Arco, TO, 37º, 26º, 96% , 44% 
Pau Brasil, BA, 32º, 19º, 93% , 41% 
Patrocínio, MG, 37º, 24º, 45% , 23% 
Patos de Minas, MG, 37º, 24º, 49% , 25% 
Patos (PB), PB, 37º, 22º, 77% , 24% 
