Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Abadia dos Dourados, MG, 31º, 20º, 90% , 45% 
Açucena, MG, 32º, 20º, 92% , 49% 
Afonso Bezerra, RN, 37º, 23º, 80% , 34% 
Agrestina, PE, 31º, 21º, 98% , 45% 
Afuá, PA, 33º, 24º, 96% , 50% 
Afonso Cláudio, ES, 30º, 20º, 96% , 51% 
Adrianópolis, PR, 30º, 21º, 99% , 67% 
Afogados da Ingazeira, PE, 34º, 20º, 87% , 25% 
Acreúna, GO, 31º, 23º, 91% , 60% 
Acorizal, MT, 32º, 25º, 93% , 59% 
Acaraú, CE, 35º, 25º, 83% , 49% 
Acari, RN, 36º, 21º, 85% , 29% 
Araguanã, MA, 37º, 25º, 91% , 37% 
Aceguá, RS, 27º, 18º, 100% , 69% 
Acauã, PI, 36º, 23º, 74% , 29% 
Acopiara, CE, 36º, 23º, 82% , 26% 
Arcoverde, PE, 34º, 19º, 95% , 28% 
Arcos, MG, 32º, 21º, 81% , 44% 
Arco-Íris, SP, 29º, 22º, 99% , 73% 
Baianópolis, BA, 28º, 20º, 100% , 62% 
Baía Formosa, RN, 31º, 24º, 91% , 64% 
Baixa Grande, BA, 32º, 22º, 100% , 45% 
Baixa Grande do Ribeiro, PI, 35º, 24º, 80% , 34% 
Baião, PA, 34º, 25º, 90% , 50% 
Bagre, PA, 34º, 26º, 89% , 54% 
Baía da Traição, PB, 31º, 24º, 80% , 59% 
Baependi, MG, 29º, 19º, 87% , 54% 
Bady Bassitt, SP, 29º, 22º, 96% , 72% 
Brasília, DF, 30º, 18º, 100% , 64% 
Bagé, RS, 28º, 17º, 99% , 62% 
Bacurituba, MA, 34º, 26º, 88% , 50% 
Bacuri, MA, 32º, 25º, 88% , 55% 
Campo Verde, MT, 29º, 22º, 98% , 71% 
Capela do Alto Alegre, BA, 33º, 22º, 98% , 40% 
Boa Vista do Sul, RS, 28º, 20º, 100% , 67% 
Capela, AL, 32º, 21º, 94% , 46% 
Capão da Canoa, RS, 25º, 20º, 96% , 83% 
Figueirópolis D'Oeste, MT, 34º, 25º, 90% , 60% 
Flor do Sertão, SC, 27º, 21º, 100% , 81% 
Flexeiras, AL, 31º, 22º, 95% , 49% 
Floraí, PR, 29º, 23º, 96% , 73% 
Firminópolis, GO, 32º, 22º, 96% , 57% 
Firmino Alves, BA, 30º, 21º, 100% , 59% 
Filadélfia, BA, 33º, 22º, 95% , 38% 
Figueirão, MS, 33º, 23º, 87% , 51% 
Ferreira Gomes, AP, 34º, 24º, 95% , 43% 
Figueira, PR, 27º, 21º, 99% , 77% 
Ferros, MG, 34º, 20º, 89% , 37% 
Fernando Pedroza, RN, 37º, 23º, 79% , 32% 
Fernandes Tourinho, MG, 33º, 22º, 99% , 46% 
Gentio do Ouro, BA, 28º, 19º, 97% , 48% 
Fernando Falcão, MA, 34º, 23º, 91% , 43% 
Frecheirinha, CE, 35º, 22º, 88% , 33% 
Goiás, GO, 29º, 22º, 96% , 70% 
Guaíra, PR, 30º, 24º, 97% , 72% 
Guaiúba, CE, 31º, 23º, 90% , 56% 
Guairaçá, PR, 33º, 26º, 77% , 55% 
Itabaiana, SE, 30º, 22º, 97% , 62% 
Itaara, RS, 26º, 19º, 100% , 76% 
Isaías Coelho, PI, 37º, 25º, 66% , 29% 
Itá, SC, 29º, 20º, 100% , 63% 
Israelândia, GO, 31º, 22º, 97% , 64% 
Irupi, ES, 31º, 21º, 89% , 43% 
