Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Abadia de Goiás, GO, 34º, 20º, 39% , 18% 
Adamantina, SP, 29º, 16º, 90% , 43% 
Afonso Cunha, MA, 36º, 23º, 83% , 34% 
Adustina, BA, 29º, 20º, 95% , 51% 
Afrânio, PE, 31º, 19º, 85% , 33% 
Acrelândia, AC, 37º, 24º, 77% , 33% 
Adelândia, GO, 34º, 19º, 43% , 16% 
Adolfo, SP, 36º, 21º, 38% , 19% 
Acarape, CE, 32º, 22º, 84% , 45% 
Abaetetuba, PA, 33º, 24º, 87% , 50% 
Arari, MA, 36º, 23º, 88% , 39% 
Acaiaca, MG, 29º, 15º, 99% , 45% 
Abaíra, BA, 24º, 14º, 92% , 48% 
Abre Campo, MG, 30º, 17º, 73% , 38% 
Bandeirantes, MS, 28º, 16º, 84% , 46% 
Acará, PA, 34º, 23º, 93% , 49% 
Bandeira do Sul, MG, 31º, 14º, 68% , 22% 
Bandeira, MG, 28º, 17º, 99% , 47% 
Buriti Bravo, MA, 36º, 22º, 57% , 30% 
Buriti dos Lopes, PI, 37º, 24º, 79% , 30% 
Caaporã, PB, 27º, 21º, 95% , 66% 
Buriticupu, MA, 31º, 23º, 91% , 52% 
Buriti do Tocantins, TO, 36º, 24º, 75% , 31% 
Butiá, RS, 15º, 8º, 93% , 51% 
Buritizal, SP, 34º, 21º, 42% , 21% 
Buritama, SP, 34º, 23º, 43% , 29% 
Buriti Alegre, GO, 35º, 20º, 47% , 19% 
Buerarema, BA, 26º, 19º, 97% , 70% 
Bueno Brandão, MG, 31º, 16º, 59% , 21% 
Buri, SP, 18º, 13º, 97% , 72% 
Campina Grande, PB, 26º, 18º, 98% , 60% 
Buenópolis, MG, 31º, 18º, 63% , 25% 
Campo Limpo de Goiás, GO, 33º, 20º, 41% , 19% 
Córrego Fundo, MG, 30º, 15º, 74% , 29% 
Córrego Novo, MG, 29º, 17º, 94% , 42% 
Correntes, PE, 25º, 18º, 100% , 69% 
Corrente, PI, 33º, 19º, 65% , 28% 
Correntina, BA, 32º, 18º, 71% , 26% 
Córrego do Ouro, GO, 36º, 21º, 38% , 17% 
Córrego do Bom Jesus, MG, 29º, 15º, 65% , 23% 
Corumbá, MS, 21º, 17º, 80% , 64% 
