Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min
Sorriso, MT, 38º, 21º, 50% , 16% 
Sombrio, SC, 25º, 12º, 100% , 69% 
Sorocaba, SP, 35º, 15º, 98% , 21% 
Sobradinho, RS, 22º, 6º, 100% , 59% 
Sobradinho, BA, 33º, 20º, 76% , 22% 
Solonópole, CE, 35º, 23º, 73% , 28% 
Socorro do Piauí, PI, 36º, 24º, 52% , 20% 
Soledade de Minas, MG, 29º, 14º, 100% , 42% 
Sobradinho, DF, 31º, 17º, 49% , 18% 
Sítio Novo, MA, 35º, 21º, 76% , 33% 
Sinop, MT, 38º, 20º, 51% , 15% 
Simonésia, MG, 27º, 14º, 100% , 39% 
Simplício Mendes, PI, 36º, 23º, 62% , 25% 
Sítio do Quinto, BA, 30º, 17º, 100% , 46% 
Sítio do Mato, BA, 35º, 20º, 72% , 18% 
Sinimbu, RS, 22º, 6º, 100% , 67% 
Silvianópolis, MG, 30º, 14º, 97% , 36% 
Silves, AM, 35º, 25º, 99% , 51% 
Simão Dias, SE, 28º, 18º, 100% , 57% 
Silveira Martins, RS, 21º, 5º, 100% , 68% 
Siderópolis, SC, 24º, 9º, 94% , 52% 
Severiano Melo, RN, 34º, 22º, 69% , 30% 
Severiano de Almeida, RS, 24º, 9º, 98% , 61% 
Sete Quedas, MS, 34º, 18º, 84% , 34% 
Sete Lagoas, MG, 33º, 16º, 85% , 23% 
Setubinha, MG, 29º, 14º, 81% , 33% 
Sertãozinho, PB, 31º, 22º, 90% , 50% 
Sertãozinho, SP, 37º, 22º, 57% , 17% 
Sigefredo Pacheco, PI, 36º, 23º, 67% , 23% 
Sertão Santana, RS, 24º, 11º, 96% , 66% 
Serrana, SP, 36º, 20º, 71% , 23% 
Serrolândia, BA, 28º, 17º, 98% , 43% 
Serrania, MG, 30º, 16º, 87% , 38% 
Serranópolis de Minas, MG, 33º, 15º, 77% , 18% 
Serra Preta, BA, 29º, 19º, 100% , 50% 
Serrinha dos Pintos, RN, 33º, 20º, 75% , 31% 
Serra Negra do Norte, RN, 34º, 21º, 79% , 33% 
Serra Negra, SP, 32º, 13º, 100% , 32% 
Serra dos Aimorés, MG, 32º, 19º, 94% , 35% 
Serra Do Navio, AP, 34º, 22º, 97% , 46% 
Serra do Mel, RN, 34º, 21º, 77% , 39% 
Serra da Raiz, PB, 30º, 20º, 94% , 50% 
Serrita, PE, 33º, 19º, 78% , 22% 
Serra Azul, SP, 35º, 16º, 86% , 22% 
Seritinga, MG, 26º, 13º, 100% , 54% 
Serra Branca, PB, 31º, 17º, 93% , 38% 
Serra Azul de Minas, MG, 29º, 14º, 88% , 38% 
Sério, RS, 21º, 7º, 100% , 70% 
Serra Alta, SC, 31º, 17º, 86% , 49% 
Seropédica, RJ, 34º, 20º, 92% , 47% 
Sericita, MG, 28º, 14º, 100% , 48% 
Sento Sé, BA, 32º, 20º, 75% , 34% 
Sentinela do Sul, RS, 23º, 11º, 96% , 68% 
Senhora dos Remédios, MG, 27º, 15º, 100% , 53% 
Serafina Corrêa, RS, 27º, 13º, 93% , 63% 
Seringueiras, RO, 39º, 21º, 88% , 25% 
Senhora do Porto, MG, 31º, 16º, 83% , 35% 
Senhora de Oliveira, MG, 28º, 16º, 99% , 50% 
Senhor do Bonfim, BA, 29º, 17º, 94% , 42% 
Senador Pompeu, CE, 34º, 22º, 75% , 26% 
Sengés, PR, 27º, 13º, 87% , 47% 
Senador Salgado Filho, RS, 23º, 9º, 100% , 67% 
Senador Rui Palmeira, AL, 31º, 18º, 95% , 42% 
Senador José Porfírio, PA, 34º, 24º, 97% , 49% 
Senador Modestino Gonçalves, MG, 32º, 15º, 85% , 29% 
Senador Sá, CE, 35º, 22º, 85% , 30% 
Senador Firmino, MG, 28º, 16º, 99% , 51% 
Senador Amaral, MG, 28º, 10º, 100% , 37% 
Senador Elói de Souza, RN, 32º, 21º, 85% , 41% 
Senador Cortes, MG, 29º, 16º, 100% , 48% 
Senador Canedo, GO, 35º, 18º, 41% , 18% 
Senador José Bento, MG, 30º, 13º, 100% , 33% 
Senador Georgino Avelino, RN, 30º, 22º, 88% , 57% 
Senador Guiomard, AC, 36º, 21º, 96% , 40% 
Sardoá, MG, 28º, 15º, 99% , 41% 
Sena Madureira, AC, 36º, 23º, 100% , 41% 
Sem Peixe, MG, 31º, 18º, 80% , 42% 
Sarzedo, MG, 32º, 16º, 84% , 25% 
Selvíria, MS, 34º, 18º, 94% , 31% 
Satuba, AL, 29º, 20º, 98% , 58% 
Sátiro Dias, BA, 30º, 18º, 97% , 46% 
Senador Alexandre Costa, MA, 36º, 21º, 93% , 32% 
Saquarema, RJ, 30º, 20º, 100% , 58% 
Sarandi, RS, 29º, 17º, 83% , 59% 
Sapezal, MT, 38º, 23º, 38% , 16% 
Sapiranga, RS, 27º, 13º, 100% , 70% 
Sapucaia, PA, 35º, 21º, 69% , 31% 
Sapucaia, RJ, 29º, 18º, 96% , 47% 
Sapucaí-Mirim, MG, 28º, 12º, 100% , 35% 
Sapeaçu, BA, 28º, 18º, 100% , 66% 
São Vicente Ferrer, MA, 35º, 24º, 90% , 45% 
Sapé, PB, 30º, 22º, 90% , 53% 
São Vicente do Sul, RS, 22º, 6º, 100% , 63% 
São Vicente do Seridó, PB, 30º, 17º, 96% , 41% 
Sapucaia do Sul, RS, 26º, 12º, 97% , 67% 
São Vicente de Minas, MG, 29º, 13º, 100% , 41% 
São Vicente Ferrer, PE, 27º, 19º, 98% , 62% 
São Vicente, RN, 32º, 19º, 84% , 36% 
São Valentim, RS, 24º, 8º, 100% , 67% 
São Vicente, SP, 30º, 19º, 100% , 56% 
São Tomé, PR, 32º, 17º, 89% , 40% 
São Valério do Sul, RS, 24º, 10º, 100% , 67% 
São Valentim do Sul, RS, 23º, 5º, 100% , 60% 
São Vendelino, RS, 21º, 6º, 100% , 68% 
São Tomé das Letras, MG, 29º, 14º, 100% , 38% 
São Tomé, RN, 32º, 20º, 88% , 39% 
São Tomás de Aquino, MG, 33º, 17º, 77% , 24% 
São Tiago, MG, 30º, 14º, 100% , 28% 
São Simão, SP, 35º, 20º, 73% , 23% 
São Simão, GO, 38º, 21º, 61% , 19% 
São Sepé, RS, 25º, 10º, 100% , 70% 
São Sebastião do Umbuzeiro, PB, 29º, 16º, 87% , 39% 
São Sebastião do Uatumã, AM, 35º, 25º, 100% , 51% 
São Sebastião do Rio Verde, MG, 29º, 14º, 100% , 40% 
São Sebastião do Passe, BA, 29º, 19º, 100% , 52% 
São Sebastião do Oeste, MG, 33º, 16º, 88% , 23% 
São Sebastião do Maranhão, MG, 29º, 15º, 100% , 40% 
São Sebastião do Rio Preto, MG, 31º, 17º, 82% , 38% 
São Sebastião do Anta, MG, 30º, 17º, 97% , 37% 
São Sebastião do Alto, RJ, 28º, 16º, 100% , 55% 
São Sebastião do Paraíso, MG, 33º, 17º, 79% , 25% 
São Sebastião do Caí, RS, 27º, 12º, 100% , 73% 
São Sebastião da Vargem Alegre, MG, 26º, 16º, 100% , 56% 
São Sebastião da Boa Vista, PA, 33º, 24º, 92% , 50% 
São Sebastião da Bela Vista, MG, 31º, 15º, 98% , 33% 
São Sebastião da Amoreira, PR, 31º, 15º, 81% , 36% 
São Sebastião de Lagoa de Roça, PB, 28º, 18º, 98% , 51% 
São Sebastião, AL, 28º, 20º, 100% , 61% 
São Sebastião, DF, 31º, 16º, 49% , 21% 
São Roque do Cannaã, ES, 31º, 19º, 96% , 40% 
São Romão, MG, 37º, 21º, 47% , 17% 
São Roque de Minas, MG, 31º, 16º, 81% , 27% 
São Raimundo Nonato, PI, 35º, 22º, 63% , 24% 
São Raimundo das Mangabeiras, MA, 37º, 23º, 46% , 21% 
São Roberto, MA, 35º, 23º, 92% , 37% 
São Rafael, RN, 35º, 22º, 71% , 34% 
São Raimundo do Doca Bezerra, MA, 35º, 23º, 92% , 35% 
São Pedro do Turvo, SP, 33º, 16º, 82% , 30% 
São Pedro dos Crentes, MA, 36º, 23º, 48% , 22% 
São Pedro dos Ferros, MG, 32º, 17º, 83% , 38% 
São Pedro do Suaçuí, MG, 31º, 17º, 77% , 35% 
São Pedro do Piauí, PI, 36º, 23º, 49% , 27% 
São Pedro do Sul, RS, 22º, 6º, 100% , 63% 
São Pedro do Iguaçu, PR, 34º, 21º, 68% , 33% 
São Pedro do Butiá, RS, 24º, 8º, 100% , 67% 
São Pedro de Alcântara, SC, 20º, 7º, 100% , 67% 
São Pedro da Água Branca, MA, 37º, 23º, 79% , 30% 
São Pedro da Serra, RS, 20º, 6º, 100% , 68% 
São Pedro das Missões, RS, 24º, 8º, 100% , 68% 
São Pedro da Cipa, MT, 39º, 21º, 54% , 16% 
São Pedro da Aldeia, RJ, 29º, 20º, 98% , 59% 
São Pedro, RN, 32º, 21º, 85% , 44% 
São Paulo de Olivença, AM, 30º, 22º, 100% , 76% 
São Paulo, SP, 32º, 16º, 90% , 26% 
São Pedro, SP, 34º, 14º, 100% , 24% 
São Paulo do Potengi, RN, 33º, 21º, 84% , 40% 
São Pedro da União, MG, 31º, 16º, 93% , 30% 
São Patrício, GO, 36º, 20º, 45% , 15% 
São Paulo das Missões, RS, 24º, 8º, 100% , 68% 
São Miguel dos Campos, AL, 28º, 21º, 97% , 65% 
São Miguel do Iguaçu, PR, 29º, 13º, 100% , 53% 
São Miguel do Passa Quatro, GO, 35º, 17º, 53% , 20% 
São Miguel do Oeste, SC, 31º, 17º, 84% , 47% 
São Nicolau, RS, 25º, 9º, 100% , 62% 
São Miguel dos Milagres, AL, 29º, 21º, 92% , 61% 
São Miguel do Guaporé, RO, 39º, 21º, 90% , 24% 
São Miguel do Tapuio, PI, 35º, 23º, 69% , 25% 
São Miguel do Guamá, PA, 36º, 24º, 92% , 39% 
São Miguel do Anta, MG, 29º, 15º, 100% , 41% 
São Miguel do Gostoso, RN, 31º, 22º, 85% , 50% 
São Miguel de Taipú, PB, 30º, 20º, 93% , 49% 
São Miguel do Fidalgo, PI, 37º, 24º, 52% , 20% 
São Miguel do Araguaia, GO, 38º, 23º, 38% , 15% 
São Miguel do Aleixo, SE, 28º, 18º, 100% , 57% 
São Miguel, RN, 33º, 20º, 79% , 30% 
São Miguel das Missões, RS, 23º, 7º, 100% , 66% 
São Miguel das Matas, BA, 27º, 16º, 100% , 52% 
São Miguel Arcanjo, SP, 33º, 15º, 100% , 30% 
São Miguel da Boa Vista, SC, 27º, 9º, 100% , 55% 
São Mateus do Sul, PR, 29º, 12º, 100% , 45% 
São Miguel da Baixa Grande, PI, 38º, 24º, 49% , 21% 
São Miguel de Touros, RN, 31º, 23º,70%,
São Martinho, SC, 22º, 7º, 100% , 59% 
São Marcos, RS, 29º, 13º, 92% , 64% 
São Manoel do Paraná, PR, 32º, 17º, 89% , 40% 
São Martinho da Serra, RS, 21º, 7º, 100% , 61% 
São Manuel, SP, 34º, 17º, 89% , 20% 
São Mateus do Maranhão, MA, 38º, 24º, 88% , 29% 
São Mateus, ES, 29º, 19º, 100% , 54% 
São Mamede, PB, 34º, 20º, 81% , 34% 
São Luís Gonzaga do Maranhão, MA, 37º, 24º, 88% , 34% 
São Luiz do Norte, GO, 37º, 21º, 46% , 15% 
São Luiz Gonzaga, RS, 23º, 7º, 100% , 66% 
São Luiz do Paraitinga, SP, 24º, 15º, 95% , 66% 
São Luís do Piauí, PI, 36º, 22º, 57% , 19% 
São Luiz, RR, 36º, 24º, 89% , 45% 
São Luís do Curu, CE, 34º, 23º, 89% , 38% 
São Luís do Quitunde, AL, 28º, 22º, 95% , 64% 
São Luís de Montes Belos, GO, 38º, 22º, 38% , 13% 
São Luís, MA, 33º, 25º, 89% , 57% 
São Lourenço, MG, 29º, 14º, 100% , 40% 
São Lourenço do Sul, RS, 21º, 8º, 100% , 72% 
São Lourenço do Oeste, SC, 29º, 17º, 82% , 46% 
São Lourenço do Piauí, PI, 36º, 21º, 71% , 18% 
São Lourenço da Serra, SP, 22º, 14º, 99% , 69% 
São Ludgero, SC, 21º, 7º, 100% , 62% 
São Leopoldo, RS, 26º, 12º, 97% , 67% 
São José dos Quatro Marcos, MT, 34º, 18º, 77% , 33% 
São José dos Ramos, PB, 31º, 20º, 93% , 46% 
São José dos Pinhais, PR, 28º, 12º, 100% , 52% 
São Julião, PI, 35º, 22º, 64% , 25% 
São José dos Campos, SP, 33º, 16º, 99% , 30% 
São José dos Basílios, MA, 37º, 23º, 92% , 28% 
São José do Seridó, RN, 34º, 20º, 80% , 33% 
São José do Sul, RS, 26º, 12º, 100% , 75% 
São José dos Cordeiros, PB, 31º, 17º, 93% , 38% 
São José do Vale do Rio Preto, RJ, 26º, 14º, 100% , 60% 
São José do Xingu, MT, 39º, 22º, 40% , 12% 
São José dos Ausentes, RS, 25º, 10º, 100% , 60% 
São José do Rio Pardo, SP, 32º, 18º, 81% , 29% 
São José do Povo, MT, 39º, 19º, 76% , 15% 
São José do Sabugi, PB, 32º, 19º, 86% , 36% 
São José do Piauí, PI, 35º, 22º, 56% , 24% 
São José do Norte, RS, 19º, 9º, 99% , 61% 
São José do Peixe, PI, 37º, 24º, 51% , 21% 
São José do Ouro, RS, 23º, 8º, 97% , 55% 
São José do Mantimento, MG, 31º, 17º, 87% , 36% 
São José do Jacuri, MG, 29º, 16º, 96% , 40% 
São José do Jacuípe, BA, 29º, 18º, 98% , 42% 
São José do Herval, RS, 22º, 6º, 100% , 60% 
São José do Hortêncio, RS, 21º, 5º, 100% , 69% 
São José do Inhacorá, RS, 25º, 8º, 100% , 68% 
São José do Divino, PI, 38º, 23º, 77% , 23% 
São José do Divino, MG, 32º, 18º, 86% , 33% 
São José do Egito, PE, 31º, 16º, 92% , 36% 
São José do Goiabal, MG, 32º, 18º, 80% , 40% 
São José do Campestre, RN, 32º, 22º, 89% , 49% 
São José do Cedro, SC, 25º, 9º, 94% , 59% 
São José do Brejo do Cruz, PB, 35º, 21º, 76% , 31% 
São José do Cerrito, SC, 21º, 8º, 100% , 59% 
São José do Calçado, ES, 27º, 18º, 100% , 55% 
São José do Bonfim, PB, 30º, 20º, 84% , 38% 
São José do Belmonte, PE, 33º, 18º, 82% , 23% 
São José do Alegre, MG, 31º, 14º, 100% , 32% 
São José de Princesa, PB, 32º, 18º, 81% , 26% 
São José de Piranhas, PB, 34º, 20º, 74% , 24% 
São José do Barreiro, SP, 30º, 16º, 100% , 47% 
São José de Ribamar, MA, 33º, 24º, 92% , 58% 
São José do Rio Claro, MT, 40º, 23º, 49% , 14% 
São José de Ubá, RJ, 30º, 19º, 95% , 47% 
São José de Mipibu, RN, 30º, 23º, 89% , 60% 
São José da Tapera, AL, 30º, 20º, 96% , 49% 
São José de Espinharas, PB, 34º, 20º, 80% , 33% 
São José das Palmeiras, PR, 29º, 13º, 93% , 48% 
São José da Varginha, MG, 34º, 17º, 72% , 24% 
São José das Missões, RS, 24º, 8º, 98% , 65% 
São José da Vitória, BA, 26º, 19º, 93% , 53% 
São José da Safira, MG, 33º, 18º, 78% , 30% 
São José de Caiana, PB, 33º, 20º, 74% , 25% 
São José da Boa Vista, PR, 32º, 14º, 97% , 36% 
São José da Lapa, MG, 29º, 14º, 95% , 32% 
São Jorge do Patrocínio, PR, 30º, 14º, 98% , 49% 
São José da Lagoa Tapada, PB, 34º, 22º, 71% , 28% 
São José da Coroa Grande, PE, 30º, 22º, 94% , 62% 
São José da Bela Vista, SP, 35º, 19º, 61% , 20% 
