,Cidade,Estado,Temp Max,Temp Min,Umidade,Umidade Min,Dia
20872,Manga,MG,33,19,84,25,24/8/2024
20873,Manduri,SP,25,17,96,57,24/8/2024
20874,Manfrinópolis,PR,19,14,94,70,24/8/2024
20875,Mandaguari,PR,16,13,98,91,24/8/2024
20876,Mâncio Lima,AC,35,24,83,48,24/8/2024
20877,Manaus,AM,34,26,88,49,24/8/2024
20878,Manaquiri,AM,34,26,88,48,24/8/2024
20879,Manaíra,PB,31,18,88,28,24/8/2024
20880,Manacapuru,AM,35,27,87,47,24/8/2024
20881,Manari,PE,26,18,99,59,24/8/2024
20882,Mamonas,MG,31,15,89,30,24/8/2024
20883,Mampituba,RS,22,15,90,68,24/8/2024
20884,Mamborê,PR,32,20,49,20,24/8/2024
20885,Mandaguaçu,PR,18,14,99,84,24/8/2024
20886,Mambaí,GO,32,19,67,24,24/8/2024
20887,Malta,PB,32,21,76,38,24/8/2024
20888,Mamanguape,PB,29,21,95,59,24/8/2024
20889,Malhador,SE,28,20,100,53,24/8/2024
20890,Mallet,PR,13,11,96,87,24/8/2024
20891,Malhada dos Bois,SE,29,20,97,55,24/8/2024
20892,Malhada de Pedras,BA,32,18,94,27,24/8/2024
20893,Malhada,BA,33,21,73,30,24/8/2024
20894,Major Vieira,SC,18,10,98,73,24/8/2024
20895,Malacacheta,MG,29,16,85,41,24/8/2024
20896,Major Sales,RN,32,21,74,39,24/8/2024
20897,Mairipotaba,GO,35,22,37,17,24/8/2024
20898,Mairiporã,SP,29,14,98,36,24/8/2024
20899,Major Isidoro,AL,29,20,96,53,24/8/2024
20900,Maiquinique,BA,28,19,98,49,24/8/2024
20901,Major Gercino,SC,18,12,95,74,24/8/2024
20902,Mairinque,SP,29,14,96,41,24/8/2024
20903,Magé,RJ,29,21,92,61,24/8/2024
20904,Mairi,BA,27,18,100,53,24/8/2024
20905,Magalhães de Almeida,MA,35,23,92,40,24/8/2024
20906,Magda,SP,34,20,69,31,24/8/2024
20907,Mafra,SC,14,10,97,90,24/8/2024
20908,Maetinga,BA,30,16,100,36,24/8/2024
20909,Madre de Deus de Minas,MG,28,12,86,34,24/8/2024
20910,Mãe do Rio,PA,35,24,92,42,24/8/2024
20911,Mãe D'Água,PB,29,17,92,40,24/8/2024
20912,Magalhães Barata,PA,33,25,94,55,24/8/2024
20913,Macuco,RJ,30,15,89,42,24/8/2024
20914,Madeiro,PI,37,25,80,28,24/8/2024
20915,Machado,MG,30,14,76,29,24/8/2024
20916,Machadinho D'Oeste,RO,38,23,78,30,24/8/2024
20917,Madalena,CE,31,22,86,41,24/8/2024
20918,Madre de Deus,BA,28,21,93,60,24/8/2024
20919,Macieira,SC,17,11,99,72,24/8/2024
20920,Macururé,BA,30,19,90,44,24/8/2024
20921,Machacalis,MG,29,18,93,50,24/8/2024
20922,Machadinho,RS,19,13,95,69,24/8/2024
20923,Maceió,AL,26,23,91,74,24/8/2024
20924,Macatuba,SP,30,15,84,40,24/8/2024
20925,Macaúbas,BA,31,17,89,30,24/8/2024
20926,Macaubal,SP,34,19,71,30,24/8/2024
20927,Macapá,AP,33,25,86,48,24/8/2024
20928,Macambira,SE,28,19,99,60,24/8/2024
20929,Macaparana,PE,28,19,83,45,24/8/2024
20930,Macajuba,BA,28,17,100,52,24/8/2024
20931,Macarani,BA,29,19,97,47,24/8/2024
20932,Maçambará,RS,23,17,92,75,24/8/2024
20933,Macaíba,RN,29,21,94,61,24/8/2024
20934,Macaé,RJ,26,20,91,70,24/8/2024
20935,Luzinópolis,TO,35,18,55,23,24/8/2024
20936,Luzilândia,PI,37,24,76,28,24/8/2024
20937,Luzerna,SC,15,8,98,76,24/8/2024
20938,Luz,MG,34,16,61,26,24/8/2024
20939,Lutécia,SP,36,19,41,18,24/8/2024
20940,Lupionópolis,PR,34,21,50,24,24/8/2024
20941,Luminárias,MG,30,15,62,30,24/8/2024
20942,Lupércio,SP,34,21,41,23,24/8/2024
20943,Luiziana,PR,18,13,100,76,24/8/2024
20944,Luiziânia,SP,33,20,85,32,24/8/2024
20945,Luislândia,MG,32,18,77,26,24/8/2024
20946,Lunardelli,PR,28,18,86,33,24/8/2024
20947,Luís Gomes,RN,34,21,80,32,24/8/2024
20948,Luís Eduardo Magalhães,BA,31,20,59,30,24/8/2024
20949,Luís Correia,PI,33,25,82,44,24/8/2024
20950,Luís Domingues,MA,31,25,91,58,24/8/2024
20951,Luís Antônio,SP,34,20,47,19,24/8/2024
20952,Lucrécia,RN,35,21,82,29,24/8/2024
20953,Luciara,MT,38,22,54,21,24/8/2024
20954,Lucena,PB,28,23,87,69,24/8/2024
20955,Lucianópolis,SP,34,19,47,24,24/8/2024
20956,Luisburgo,MG,30,20,49,0,24/8/2024
20957,Lucélia,SP,29,16,91,43,24/8/2024
20958,Louveira,SP,32,15,92,30,24/8/2024
20959,Lucas do Rio Verde,MT,36,23,49,23,24/8/2024
20960,Lourdes,SP,37,23,34,18,24/8/2024
20961,Loreto,MA,35,22,57,30,24/8/2024
20962,Lontra,MG,32,19,66,28,24/8/2024
20963,Lontras,SC,32,15,73,26,24/8/2024
20964,Londrina,PR,19,14,95,84,24/8/2024
20965,Lorena,SP,34,15,92,28,24/8/2024
20966,Loanda,PR,17,15,99,79,24/8/2024
20967,Logradouro,PB,28,20,96,61,24/8/2024
20968,Lobato,PR,32,20,57,27,24/8/2024
20969,Lizarda,TO,35,23,55,21,24/8/2024
20970,Linhares,ES,31,21,96,46,24/8/2024
20971,Livramento de Nossa Senhora,BA,29,15,98,32,24/8/2024
20972,Livramento,PB,28,18,91,49,24/8/2024
20973,Lindóia do Sul,SC,15,9,95,82,24/8/2024
20974,Linha Nova,RS,16,11,100,92,24/8/2024
20975,Lindolfo Collor,RS,13,9,92,67,24/8/2024
20976,Lindoeste,PR,18,13,94,72,24/8/2024
20977,Lindóia,SP,31,14,97,29,24/8/2024
20978,Limoeiro de Anadia,AL,26,19,98,64,24/8/2024
20979,Limoeiro do Norte,CE,35,24,74,36,24/8/2024
20980,Limoeiro,PE,28,20,93,61,24/8/2024
20981,Limoeiro do Ajuru,PA,32,24,94,58,24/8/2024
20982,Limeira do Oeste,MG,34,20,68,31,24/8/2024
20983,Limeira,SP,35,16,89,27,24/8/2024
20984,Lima Duarte,MG,29,12,87,40,24/8/2024
20985,Lima Campos,MA,36,24,87,34,24/8/2024
20986,Lidianópolis,PR,18,15,97,87,24/8/2024
20987,Liberdade,MG,28,13,74,26,24/8/2024
20988,Leopoldo de Bulhões,GO,31,16,54,21,24/8/2024
20989,Licínio de Almeida,BA,15,10,100,74,24/8/2024
20990,Liberato Salzano,RS,16,12,96,65,24/8/2024
20991,Leópolis,PR,35,20,48,22,24/8/2024
20992,Leoberto Leal,SC,17,10,86,66,24/8/2024
20993,Lençóis,BA,26,17,100,55,24/8/2024
20994,Lençóis Paulista,SP,30,17,94,40,24/8/2024
20995,Leopoldina,MG,33,19,73,34,24/8/2024
20996,Leandro Ferreira,MG,32,17,71,23,24/8/2024
20997,Lebon Régis,SC,11,6,97,87,24/8/2024
20998,Leme do Prado,MG,29,16,95,40,24/8/2024
20999,Lavras,MG,31,15,73,28,24/8/2024
21000,Lavras do Sul,RS,18,12,97,85,24/8/2024
21001,Lavrinhas,SP,31,14,79,31,24/8/2024
21002,Leme,SP,31,15,92,25,24/8/2024
21003,Lavras da Mangabeira,CE,35,22,71,27,24/8/2024
21004,Lauro Müller,SC,12,9,95,80,24/8/2024
21005,Lavandeira,TO,35,20,48,21,24/8/2024
21006,Lastro,PB,31,21,75,39,24/8/2024
21007,Lavínia,SP,33,19,87,33,24/8/2024
21008,Laranjeiras do Sul,PR,17,10,100,67,24/8/2024
21009,Lauro de Freitas,BA,27,23,88,63,24/8/2024
21010,Lassance,MG,32,18,64,28,24/8/2024
21011,Laranjal Paulista,SP,29,16,91,43,24/8/2024
21012,Laurentino,SC,18,12,100,81,24/8/2024
21013,Laranjeiras,SE,28,21,95,63,24/8/2024
21014,Laranjal do Jari,AP,33,23,97,51,24/8/2024
21015,Laranjal,PR,20,12,100,62,24/8/2024
21016,Laranja da Terra,ES,30,18,96,36,24/8/2024
21017,Laranjal,MG,33,18,79,36,24/8/2024
21018,Lapão,BA,29,18,89,35,24/8/2024
21019,Lapa,PR,12,10,96,91,24/8/2024
21020,Lambari D'Oeste,MT,32,22,78,40,24/8/2024
21021,Lamim,MG,30,13,92,39,24/8/2024
21022,Lambari,MG,29,14,76,32,24/8/2024
21023,Landri Sales,PI,35,24,60,24,24/8/2024
21024,Lamarão,BA,28,19,98,58,24/8/2024
21025,Lajes,RN,31,22,86,48,24/8/2024
21026,Lajes Pintadas,RN,30,20,89,49,24/8/2024
21027,Lajedo,PE,24,17,98,66,24/8/2024
21028,Lajedo do Tabocal,BA,24,18,96,62,24/8/2024
21029,Lajinha,MG,26,15,100,48,24/8/2024
21030,Lajedinho,BA,26,18,98,56,24/8/2024
21031,Lajeado Novo,MA,36,24,59,28,24/8/2024
21032,Lajeado Grande,SC,15,11,95,76,24/8/2024
21033,Lajeado do Bugre,RS,16,11,98,75,24/8/2024
21034,Laje do Muriaé,RJ,33,19,76,35,24/8/2024
21035,Lajeado,RS,14,10,87,62,24/8/2024
21036,Lajeado,TO,36,26,49,22,24/8/2024
21037,Laje,BA,25,18,100,63,24/8/2024
21038,Lajedão,BA,31,18,99,40,24/8/2024
21039,Laguna Carapã,MS,22,16,94,61,24/8/2024
21040,Lagoa Vermelha,RS,14,8,97,82,24/8/2024
21041,Lagoinha do Piauí,PI,35,25,56,28,24/8/2024
21042,Lagoinha,SP,28,14,100,45,24/8/2024
21043,Lagoa Seca,PB,25,18,98,66,24/8/2024
21044,Lagoão,RS,24,13,97,70,24/8/2024
21045,Lagoa Santa,GO,37,20,60,21,24/8/2024
21046,Lagoa Nova,RN,30,21,95,56,24/8/2024
21047,Lagoa Grande do Maranhão,MA,35,23,87,32,24/8/2024
21048,Lagoa Santa,MG,33,16,81,18,24/8/2024
21049,Laguna,SC,14,11,89,76,24/8/2024
21050,Lagoa Salgada,RN,30,22,91,58,24/8/2024
21051,Lagoa Real,BA,33,17,96,29,24/8/2024
21052,Lagoa Grande,MG,33,17,61,25,24/8/2024
21053,Lagoa dos Três Cantos,RS,26,15,92,63,24/8/2024
21054,Lagoa dos Gatos,PE,24,19,99,73,24/8/2024
21055,Lagoa Formosa,MG,32,18,50,23,24/8/2024
21056,Lagoa Dourada,MG,30,14,80,27,24/8/2024
21057,Lagoa do Tocantins,TO,36,23,50,19,24/8/2024
21058,Lagoa dos Patos,MG,34,21,55,23,24/8/2024
21059,Lagoa Grande,PE,34,20,84,27,24/8/2024
21060,Lagoa do Sítio,PI,35,23,65,24,24/8/2024
21061,Lagoa do Mato,MA,34,25,56,27,24/8/2024
21062,Lagoa do Carro,PE,29,21,93,60,24/8/2024
21063,Lagoa do Piauí,PI,38,23,54,25,24/8/2024
21064,Lagoa do Barro do Piauí,PI,32,20,77,31,24/8/2024
21065,Lagoa de Velhos,RN,31,22,88,49,24/8/2024
21066,Lagoa do Ouro,PE,24,18,100,67,24/8/2024
21067,Lagoa de Pedras,RN,29,22,88,60,24/8/2024
21068,Lagoa de Itaenga,PE,28,21,96,63,24/8/2024
21069,Lagoa de Dentro,PB,29,21,93,60,24/8/2024
21070,Lagoa de São Francisco,PI,36,24,71,28,24/8/2024
21071,Lagoa da Confusão,TO,37,22,51,23,24/8/2024
21072,Lagoa da Prata,MG,33,19,50,25,24/8/2024
21073,Lagoa da Canoa,AL,28,19,98,61,24/8/2024
21074,Lagoa Bonita do Sul,RS,12,9,98,71,24/8/2024
21075,Lagoa D'Anta,RN,31,21,91,48,24/8/2024
21076,Lago Verde,MA,35,25,83,41,24/8/2024
21077,Lagoa Alegre,PI,36,24,84,28,24/8/2024
21078,Lago dos Rodrigues,MA,35,22,84,36,24/8/2024
21079,Lagoa,PB,32,21,75,39,24/8/2024
21080,Lago do Junco,MA,35,25,88,41,24/8/2024
21081,Lages,SC,11,5,98,86,24/8/2024
21082,Ladário,MS,29,20,75,41,24/8/2024
21083,Lagamar,MG,31,17,57,26,24/8/2024
21084,Lago da Pedra,MA,35,22,90,34,24/8/2024
21085,Lábrea,AM,36,24,94,42,24/8/2024
21086,Lafaiete Coutinho,BA,25,18,100,61,24/8/2024
21087,Lacerdópolis,SC,15,9,94,76,24/8/2024
21088,Ladainha,MG,28,16,100,47,24/8/2024
21089,Jutaí,AM,33,23,89,51,24/8/2024
21090,Kaloré,PR,32,19,76,24,24/8/2024
21091,Juvenília,MG,33,19,72,30,24/8/2024
21092,Jussara,GO,37,22,38,17,24/8/2024
21093,Jussiape,BA,28,18,91,43,24/8/2024
21094,Jutí,MS,22,14,95,54,24/8/2024
21095,Jussari,BA,26,18,100,63,24/8/2024
21096,Jussara,BA,31,20,81,32,24/8/2024
21097,Jussara,PR,27,17,81,38,24/8/2024
21098,Juscimeira,MT,33,22,74,38,24/8/2024
21099,Juruaia,MG,31,16,64,25,24/8/2024
21100,Juruá,AM,35,25,99,46,24/8/2024
21101,Juruena,MT,38,23,74,24,24/8/2024
21102,Jurema,PI,32,19,76,29,24/8/2024
21103,Juruti,PA,33,26,94,52,24/8/2024
21104,Juru,PB,32,18,88,29,24/8/2024
21105,Juripiranga,PB,28,21,93,64,24/8/2024
21106,Jurema,PE,24,17,100,72,24/8/2024
21107,Juranda,PR,22,13,99,52,24/8/2024
21108,Junqueirópolis,SP,28,16,89,45,24/8/2024
21109,Juquitiba,SP,18,12,100,80,24/8/2024
21110,Juquiá,SP,18,15,100,93,24/8/2024
21111,Jupi,PE,25,17,99,62,24/8/2024
21112,Juramento,MG,31,16,88,28,24/8/2024
21113,Jundiaí,SP,30,15,95,34,24/8/2024
21114,Jupiá,SC,14,8,100,73,24/8/2024
21115,Junqueiro,AL,27,20,96,63,24/8/2024
21116,Jundiaí do Sul,PR,34,18,54,22,24/8/2024
21117,Jundiá,AL,27,20,92,56,24/8/2024
21118,Júlio de Castilhos,RS,14,9,95,61,24/8/2024
21119,Júlio Mesquita,SP,31,18,93,37,24/8/2024
21120,Jumirim,SP,35,19,51,18,24/8/2024
21121,Junco do Seridó,PB,28,18,94,53,24/8/2024
21122,Juiz de Fora,MG,29,15,84,39,24/8/2024
21123,Jucurutu,RN,34,23,73,37,24/8/2024
21124,Junco do Maranhão,MA,32,24,91,53,24/8/2024
21125,Jucuruçu,BA,28,17,100,45,24/8/2024
21126,Jucati,PE,24,17,99,64,24/8/2024
21127,Jucás,CE,34,23,68,29,24/8/2024
21128,José Gonçalves de Minas,MG,30,15,93,40,24/8/2024
21129,Juara,MT,38,24,51,23,24/8/2024
21130,Juazeiro do Piauí,PI,36,25,65,27,24/8/2024
21131,Juazeirinho,PB,28,18,92,54,24/8/2024
21132,Juazeiro do Norte,CE,33,22,75,27,24/8/2024
21133,Juarez Távora,PB,28,21,92,59,24/8/2024
21134,Josenópolis,MG,29,16,98,39,24/8/2024
21135,José de Freitas,PI,36,24,69,28,24/8/2024
21136,José da Penha,RN,32,21,73,38,24/8/2024
21137,José Bonifácio,SP,33,20,70,31,24/8/2024
21138,José Boiteux,SC,19,12,100,75,24/8/2024
21139,Jordão,AC,35,23,85,44,24/8/2024
21140,João Pessoa,PB,28,21,95,66,24/8/2024
21141,Joaquim Gomes,AL,26,20,95,74,24/8/2024
21142,Joaquim Pires,PI,38,25,75,28,24/8/2024
21143,Joinville,SC,16,13,92,88,24/8/2024
21144,Joaquim Felício,MG,30,17,60,25,24/8/2024
21145,Joca Marques,PI,37,25,79,28,24/8/2024
21146,Joaquim Nabuco,PE,27,20,95,65,24/8/2024
21147,João Monlevade,MG,29,15,85,36,24/8/2024
21148,João Neiva,ES,31,19,96,42,24/8/2024
21149,João Costa,PI,34,22,70,28,24/8/2024
21150,João Lisboa,MA,37,25,32,0,24/8/2024
21151,Jenipapo dos Vieiras,MA,35,24,67,32,24/8/2024
21152,Jeceaba,MG,29,13,85,31,24/8/2024
21153,João Alfredo,PE,27,20,95,63,24/8/2024
21154,Jenipapo de Minas,MG,30,17,93,35,24/8/2024
21155,Joanópolis,SP,30,14,100,28,24/8/2024
21156,João Câmara,RN,29,21,92,58,24/8/2024
21157,Jaú,SP,32,17,85,34,24/8/2024
21158,Jaú do Tocantins,TO,36,25,37,20,24/8/2024
21159,Jatobá do Piauí,PI,36,24,70,29,24/8/2024
21160,Jati,CE,33,19,84,30,24/8/2024
21161,Jateí,MS,17,14,96,75,24/8/2024
21162,Jataúba,PE,28,18,90,51,24/8/2024
21163,Jaru,RO,37,23,72,31,24/8/2024
21164,Jarinu,SP,30,16,92,33,24/8/2024
21165,Jardinópolis,SP,35,19,54,21,24/8/2024
21166,Jardim Olinda,PR,33,20,52,30,24/8/2024
21167,Jardim de Angicos,RN,32,21,91,41,24/8/2024
21168,Jardim do Seridó,RN,32,22,79,41,24/8/2024
21169,Jaraguari,MS,27,15,89,48,24/8/2024
21170,Jardim do Mulato,PI,35,26,57,26,24/8/2024
21171,Jardim,MS,17,15,95,75,24/8/2024
21172,Jardim Alegre,PR,16,13,98,83,24/8/2024
21173,Jaraguá,GO,34,19,45,20,24/8/2024
21174,Jardim,CE,29,16,95,36,24/8/2024
21175,Jaqueira,PE,26,20,98,69,24/8/2024
21176,Japorã,MS,21,16,89,70,24/8/2024
21177,Jaquirana,RS,13,7,100,96,24/8/2024
21178,Japonvar,MG,31,17,84,26,24/8/2024
21179,Japi,RN,28,20,93,55,24/8/2024
21180,Japeri,RJ,30,18,98,54,24/8/2024
21181,Japira,PR,33,17,64,24,24/8/2024
21182,Japaratuba,SE,28,21,94,64,24/8/2024
21183,Januário Cicco,RN,31,22,89,51,24/8/2024
21184,Januária,MG,32,18,78,26,24/8/2024
21185,Jambeiro,SP,27,16,93,53,24/8/2024
21186,Janiópolis,PR,24,15,97,44,24/8/2024
21187,Janaúba,MG,33,19,74,26,24/8/2024
21188,Jandaíra,RN,31,22,88,49,24/8/2024
21189,Jangada,MT,34,24,67,33,24/8/2024
21190,Jandaia do Sul,PR,16,13,100,93,24/8/2024
21191,Jampruca,MG,32,18,93,33,24/8/2024
21192,Jales,SP,33,20,68,33,24/8/2024
21193,Jaguaruna,SC,18,14,93,86,24/8/2024
21194,Jaguaripe,BA,26,21,98,73,24/8/2024
21195,Jaguarari,BA,26,17,95,56,24/8/2024
21196,Jaguaruana,CE,34,23,75,39,24/8/2024
21197,Jaguaré,ES,31,19,98,44,24/8/2024
21198,Jaguaribe,CE,33,23,66,35,24/8/2024
21199,Jaguariaíva,PR,16,12,100,89,24/8/2024
21200,Jaguarão,RS,12,6,84,56,24/8/2024
21201,Jaguaquara,BA,25,17,100,55,24/8/2024
21202,Jaguaraçu,MG,27,15,94,45,24/8/2024
21203,Jaguapitã,PR,22,15,95,56,24/8/2024
21204,Jacobina,BA,26,18,96,51,24/8/2024
21205,Jacutinga,MG,31,15,69,25,24/8/2024
21206,Jacinto Machado,SC,33,18,87,47,24/8/2024
21207,Jacupiranga,SP,18,14,97,85,24/8/2024
21208,Jacundá,PA,35,23,89,42,24/8/2024
21209,Jacuípe,AL,27,21,95,64,24/8/2024
21210,Jacinto,MG,30,18,100,43,24/8/2024
21211,Jacareí,SP,28,16,93,50,24/8/2024
21212,Jacareacanga,PA,32,25,89,63,24/8/2024
21213,Jacaraú,PB,28,20,96,62,24/8/2024
21214,Jacaraci,BA,19,12,100,61,24/8/2024
21215,Jacarezinho,PR,22,16,97,63,24/8/2024
21216,Jaboticatubas,MG,32,19,65,24,24/8/2024
21217,Ivorá,RS,14,10,94,61,24/8/2024
21218,Jaborandi,BA,33,19,75,24,24/8/2024
21219,Jaboatão dos Guararapes,PE,26,22,94,72,24/8/2024
21220,Jaborandi,SP,34,17,52,20,24/8/2024
21221,Ivolândia,GO,35,21,44,20,24/8/2024
21222,Ivaté,PR,37,22,42,19,24/8/2024
21223,Jaborá,SC,31,18,69,28,24/8/2024
21224,Jaboticaba,RS,14,8,95,63,24/8/2024
21225,Ivaiporã,PR,16,13,98,83,24/8/2024
21226,Ivaí,PR,15,11,100,90,24/8/2024
21227,Itutinga,MG,28,13,82,33,24/8/2024
21228,Iuiu,BA,29,16,88,35,24/8/2024
21229,Ituverava,SP,35,20,52,21,24/8/2024
21230,Iturama,MG,35,21,69,28,24/8/2024
21231,Itumirim,MG,29,12,83,31,24/8/2024
21232,Itupiranga,PA,36,24,82,32,24/8/2024
21233,Ituporanga,SC,28,16,98,54,24/8/2024
21234,Ituberá,BA,27,21,100,71,24/8/2024
21235,Ituaçu,BA,25,16,99,49,24/8/2024
21236,Ituiutaba,MG,36,22,42,18,24/8/2024
21237,Itu,SP,30,16,88,38,24/8/2024
21238,Itororó,BA,27,17,100,53,24/8/2024
21239,Itobi,SP,33,20,47,22,24/8/2024
21240,Itiúba,BA,28,18,92,50,24/8/2024
21241,Itiruçu,BA,26,14,100,53,24/8/2024
21242,Itaverava,MG,30,15,87,34,24/8/2024
21243,Itirapina,SP,33,15,89,24,24/8/2024
21244,Itinga,MG,34,19,89,24,24/8/2024
21245,Itaúba,MT,38,20,65,27,24/8/2024
21246,Itaueira,PI,34,24,62,24,24/8/2024
21247,Itauçu,GO,33,20,39,19,24/8/2024
21248,Itaubal,AP,33,24,93,52,24/8/2024
21249,Itinga do Maranhão,MA,34,23,86,42,24/8/2024
21250,Itatuba,PB,29,21,92,57,24/8/2024
21251,Itatinga,SP,28,14,97,43,24/8/2024
21252,Itariri,SP,18,15,100,90,24/8/2024
21253,Itarumã,GO,33,19,76,36,24/8/2024
21254,Itarema,CE,29,25,82,53,24/8/2024
21255,Itatiaia,RJ,27,15,93,62,24/8/2024
21256,Itatim,BA,29,18,99,49,24/8/2024
21257,Itatiba do Sul,RS,14,10,95,81,24/8/2024
21258,Itatira,CE,31,21,84,40,24/8/2024
21259,Itaqui,RS,14,7,89,53,24/8/2024
21260,Itaquitinga,PE,28,22,90,63,24/8/2024
21261,Itaquiraí,MS,22,13,99,52,24/8/2024
21262,Itapuí,SP,34,19,54,22,24/8/2024
21263,Itapuranga,GO,34,18,46,19,24/8/2024
21264,Itarantim,BA,27,20,99,59,24/8/2024
21265,Itaquaquecetuba,SP,25,16,97,62,24/8/2024
21266,Itapororoca,PB,29,22,92,63,24/8/2024
21267,Itaporanga,PB,36,21,78,26,24/8/2024
21268,Itaporã,MS,26,18,92,47,24/8/2024
21269,Itapoá,SC,16,13,98,92,24/8/2024
21270,Itaporanga D'Ajuda,SE,27,21,97,65,24/8/2024
21271,Itaporã do Tocantins,TO,35,21,45,25,24/8/2024
21272,Itapucá,RS,29,17,66,47,24/8/2024
21273,Itapira,SP,32,16,81,27,24/8/2024
21274,Itapiúna,CE,32,23,75,42,24/8/2024
21275,Itapirapuã Paulista,SP,15,12,100,86,24/8/2024
21276,Itapitanga,BA,27,20,99,62,24/8/2024
21277,Itapiranga,SC,16,10,92,61,24/8/2024
21278,Itapipoca,CE,35,24,81,38,24/8/2024
21279,Itapevi,SP,26,15,97,52,24/8/2024
21280,Itapicuru,BA,30,18,100,48,24/8/2024
21281,Itapiratins,TO,38,25,45,19,24/8/2024
21282,Itapeva,SP,18,13,96,82,24/8/2024
21283,Itapiranga,AM,33,27,85,58,24/8/2024
21284,Itapeva,MG,30,13,96,26,24/8/2024
21285,Itapetinga,BA,28,19,99,50,24/8/2024
21286,Itapetininga,SP,22,13,96,62,24/8/2024
21287,Itapetim,PE,30,17,97,39,24/8/2024
21288,Itapecuru-Mirim,MA,37,24,83,31,24/8/2024
21289,Itapema,SC,14,11,92,81,24/8/2024
21290,Itapejara d'Oeste,PR,19,10,90,61,24/8/2024
21291,Itapebi,BA,27,18,100,65,24/8/2024
21292,Itapecerica,MG,31,16,60,25,24/8/2024
21293,Itaparica,BA,26,23,89,70,24/8/2024
21294,Itapagipe,MG,37,21,56,20,24/8/2024
21295,Itapé,BA,27,19,100,64,24/8/2024
21296,Itaóca,SP,15,13,100,85,24/8/2024
21297,Itanagra,BA,26,20,96,72,24/8/2024
21298,Itaobim,MG,32,17,97,27,24/8/2024
21299,Itanhangá,MT,38,23,52,22,24/8/2024
21300,Itanhomi,MG,32,18,95,33,24/8/2024
21301,Itanhaém,SP,20,18,89,86,24/8/2024
21302,Itanhém,BA,30,18,96,46,24/8/2024
21303,Itambé do Mato Dentro,MG,28,13,92,43,24/8/2024
21304,Itanhandu,MG,27,15,66,33,24/8/2024
21305,Itambé,BA,27,18,100,53,24/8/2024
21306,Itamarati,AM,36,24,92,44,24/8/2024
21307,Itambaracá,PR,24,18,94,54,24/8/2024
21308,Itambacuri,MG,30,17,97,35,24/8/2024
21309,Itamarati de Minas,MG,31,17,84,39,24/8/2024
21310,Itamaracá,PE,27,21,98,70,24/8/2024
21311,Italva,RJ,34,18,76,37,24/8/2024
21312,Itajuípe,BA,26,19,100,68,24/8/2024
21313,Itamarandiba,MG,27,14,99,41,24/8/2024
21314,Itaju,SP,33,18,78,31,24/8/2024
21315,Itajobi,SP,35,20,68,26,24/8/2024
21316,Itajá,GO,36,19,48,22,24/8/2024
21317,Itajá,RN,34,24,70,39,24/8/2024
21318,Itaipé,MG,26,15,100,50,24/8/2024
21319,Itaju do Colônia,BA,28,19,99,54,24/8/2024
21320,Itaí,SP,24,15,96,60,24/8/2024
21321,Itainópolis,PI,35,23,70,27,24/8/2024
21322,Itaiópolis,SC,10,9,100,92,24/8/2024
21323,Itaguari,GO,34,19,45,18,24/8/2024
21324,Itaguara,MG,30,16,72,26,24/8/2024
21325,Itaguatins,TO,37,21,70,25,24/8/2024
21326,Itaguajé,PR,22,16,94,53,24/8/2024
21327,Itaguaru,GO,34,18,42,17,24/8/2024
21328,Itagibá,BA,27,20,98,62,24/8/2024
21329,Itacaré,BA,26,20,100,74,24/8/2024
21330,Itagimirim,BA,27,19,100,60,24/8/2024
21331,Itabuna,BA,25,18,100,72,24/8/2024
21332,Itagi,BA,25,18,100,71,24/8/2024
21333,Itacuruba,PE,30,19,91,42,24/8/2024
21334,Itacambira,MG,26,13,97,41,24/8/2024
21335,Itaboraí,RJ,30,21,92,58,24/8/2024
21336,Itabirito,MG,29,14,81,27,24/8/2024
21337,Itabira,MG,29,16,80,33,24/8/2024
21338,Itabi,SE,29,20,100,52,24/8/2024
21339,Itaberaba,BA,30,18,100,39,24/8/2024
21340,Itaberá,SP,19,14,97,75,24/8/2024
21341,Itabaiana,PB,29,21,95,60,24/8/2024
21342,Irituia,PA,34,24,93,51,24/8/2024
21343,Iretama,PR,25,15,98,47,24/8/2024
21344,Isaías Coelho,PI,34,22,71,28,24/8/2024
21345,Irecê,BA,31,18,88,29,24/8/2024
21346,Itá,SC,16,11,94,80,24/8/2024
21347,Itabaiana,SE,26,19,99,70,24/8/2024
21348,Israelândia,GO,37,19,50,19,24/8/2024
21349,Irati,PR,16,11,98,79,24/8/2024
21350,Irati,SC,26,10,65,33,24/8/2024
21351,Iraquara,BA,27,18,93,47,24/8/2024
21352,Irapuã,SP,32,19,73,37,24/8/2024
21353,Iramaia,BA,27,16,95,50,24/8/2024
21354,Irapuru,SP,28,16,89,44,24/8/2024
21355,Irajuba,BA,25,18,98,58,24/8/2024
21356,Iraí de Minas,MG,32,20,50,24,24/8/2024
21357,Iracemápolis,SP,32,15,89,35,24/8/2024
21358,Iranduba,AM,34,26,94,51,24/8/2024
21359,Iraceminha,SC,16,12,97,67,24/8/2024
21360,Iracema,RR,34,24,92,58,24/8/2024
21361,Ipupiara,BA,30,18,86,31,24/8/2024
21362,Ipumirim,SC,15,9,95,82,24/8/2024
21363,Ipueiras,TO,37,22,50,21,24/8/2024
21364,Ipueiras,CE,33,22,83,34,24/8/2024
21365,Ipubi,PE,32,19,86,30,24/8/2024
